 Omnivariance, Eigenentropy, Anisotropy, Linearity, Surface Variation, Class
0.02715,0.4297,-31.31,-0.4774,0.9288,3
0.0317,0.46,-41.97,-1.908,0.9166,3
0.03522,0.4766,-37.58,-3.108,0.8831,3
0.03741,0.5102,-52.9,-8.304,0.8395,3
0.1387,0.812,-11.02,-6.166,0.5955,3
0.03672,0.4796,-34.34,-1.801,0.9029,3
0.02821,0.4458,-46.9,-0.9775,0.9415,3
0.03083,0.4605,-50.96,-2.236,0.9246,3
0.03995,0.5088,-45.65,-4.706,0.8743,3
0.03665,0.4986,-51.31,-5.758,0.8709,3
0.0404,0.5133,-46.11,-5.277,0.8662,3
0.0381,0.4892,-38.35,-2.368,0.9001,3
0.0297,0.4432,-27.74,-0.2073,0.9287,3
0.08655,0.74,-24.58,-21.71,0.5189,3
0.1053,0.7669,-14.21,-11.51,0.5297,3
0.1266,0.8003,-8.521,-5.768,0.5507,3
0.1217,0.7872,-10.96,-6.432,0.5866,3
0.1026,0.7582,-15.68,-10.92,0.5636,3
0.03003,0.4479,-34.39,-0.6838,0.9295,3
0.1029,0.764,-17.47,-13.12,0.5498,3
0.03425,0.4852,-50.84,-5.696,0.8707,3
0.04124,0.5207,-42.48,-6.574,0.8353,3
0.03913,0.5045,-38.49,-5.693,0.837,3
0.03727,0.485,-34.81,-2.955,0.8785,3
0.03263,0.4579,-31.48,-0.8515,0.9193,3
0.033,0.4588,-30.54,-0.8676,0.9167,3
0.1197,0.7918,-11.75,-8.852,0.5402,3
0.1251,0.7985,-9.113,-6.388,0.5466,3
0.1171,0.786,-11.23,-8.383,0.5408,3
0.04065,0.4906,-25.94,-1.116,0.8963,3
0.03296,0.4609,-32.37,-0.497,0.9304,3
0.03322,0.4729,-52.35,-2.684,0.9193,3
0.1173,0.783,-7.997,-6.396,0.5173,3
0.1201,0.7848,-6.896,-4.867,0.5348,3
0.1149,0.7708,-6.5,-4.642,0.5303,3
0.09559,0.7348,-14.2,-9.132,0.5773,3
0.0844,0.7111,-18.69,-11.83,0.5874,3
0.0808,0.702,-19.2,-12.61,0.5804,3
0.09911,0.7345,-10.04,-6.452,0.5663,3
0.1014,0.7385,-8.881,-5.858,0.557,3
0.09521,0.7267,-10.59,-7.352,0.5535,3
0.08699,0.7062,-14.14,-8.436,0.5919,3
0.09431,0.7224,-15.19,-7.456,0.6313,3
0.1033,0.7392,-10.41,-5.279,0.6105,3
0.03751,0.4944,-41.74,-4.376,0.8702,3
0.03988,0.4931,-29.1,-2.763,0.8634,3
0.1099,0.7552,-6.549,-4.242,0.5474,3
0.09951,0.7429,-12.49,-8.296,0.5672,3
0.08929,0.727,-18.31,-12.23,0.5757,3
0.09315,0.7368,-15.91,-11.84,0.5499,3
0.09833,0.742,-11.24,-9.06,0.5252,3
0.09832,0.737,-9.165,-7.962,0.505,3
0.09608,0.7325,-10.62,-8.245,0.5314,3
0.0914,0.7224,-12.03,-9.257,0.5365,3
0.08888,0.7203,-16.99,-10.55,0.5891,3
0.02986,0.4375,-27.26,-0.7656,0.9109,3
0.1034,0.7371,-7.026,-4.387,0.5569,3
0.1043,0.7389,-5.945,-4.324,0.5234,3
0.09355,0.7112,-7.636,-5.488,0.5356,3
0.08389,0.6931,-10.62,-8.592,0.5231,3
0.07424,0.6711,-14.19,-11.87,0.5226,3
0.07381,0.666,-12.64,-11.64,0.4999,3
0.07566,0.6591,-10.16,-8.272,0.5207,3
0.0747,0.6422,-7.623,-6.382,0.5071,3
0.07492,0.6524,-9.054,-7.948,0.5026,3
0.03313,0.4204,-14.71,-2.254,0.7869,3
0.02652,0.3858,-20.03,-2.248,0.832,3
0.02146,0.387,-43.51,-2.808,0.9025,3
0.05961,0.5803,-13.53,-5.077,0.6724,3
0.06919,0.6479,-15.84,-10.32,0.5775,3
0.07898,0.6765,-10.33,-9.494,0.4964,3
0.08532,0.701,-12.31,-8.787,0.5524,3
0.09845,0.7318,-9.349,-6.315,0.5545,3
0.09162,0.7142,-10.5,-7.091,0.5585,3
0.09279,0.7074,-10.1,-5.023,0.6124,3
0.02872,0.433,-35.78,-3.386,0.8723,3
0.02841,0.4257,-27.94,-1.191,0.9007,3
0.02888,0.4163,-19.14,-0.4906,0.8899,3
0.02985,0.4106,-14.5,-0.3394,0.8689,3
0.02982,0.4094,-15.78,-0.7123,0.8608,3
0.03033,0.4027,-12.92,-0.6577,0.8397,3
0.02579,0.3663,-13.1,-0.7471,0.8369,3
0.02175,0.3457,-17.05,-0.8103,0.8653,3
0.02694,0.3932,-21.52,-2.307,0.8395,3
0.03189,0.4359,-24.16,-3.028,0.8334,3
0.02751,0.4155,-30.91,-3.468,0.8537,3
0.02699,0.4093,-27.19,-1.89,0.8788,3
0.03043,0.4229,-17.77,-0.5127,0.8819,3
0.035,0.451,-19.12,-1.064,0.8678,3
0.03126,0.443,-29.36,-2.169,0.8792,3
0.03044,0.4471,-28.33,-0.2682,0.9282,3
0.03458,0.4701,-35.3,-2.004,0.9007,3
0.03719,0.4896,-40.11,-3.562,0.8808,3
0.03898,0.5039,-42.55,-4.911,0.863,3
0.04353,0.5145,-31.23,-3.397,0.8566,3
0.03732,0.4784,-29.07,-1.706,0.8903,3
0.02971,0.4426,-32.34,-0.9404,0.9189,3
0.09578,0.7432,-18.07,-11.84,0.5796,3
0.09803,0.7363,-15.65,-8.338,0.6169,3
0.09601,0.7317,-15.98,-8.518,0.6175,3
0.07598,0.6972,-20.74,-17.11,0.5322,3
0.07757,0.7008,-22.63,-15.68,0.5721,3
0.09231,0.7326,-15.21,-11.25,0.5503,3
0.08183,0.7013,-15.5,-11.9,0.5427,3
0.08263,0.7034,-17.77,-11.27,0.5859,3
0.08569,0.7135,-15,-11.75,0.5379,3
0.08073,0.6816,-10.21,-8.973,0.5053,3
0.0649,0.6694,-27.44,-22.52,0.537,3
0.07703,0.6799,-13.56,-11.4,0.5208,3
0.06988,0.6468,-15.14,-9.35,0.5871,3
0.06901,0.6513,-16.32,-11.48,0.5624,3
0.07339,0.658,-11.99,-9.774,0.5245,3
0.07193,0.6625,-15.94,-11.26,0.5609,3
0.07612,0.6636,-10.97,-8.546,0.5317,3
0.08228,0.676,-9.418,-6.111,0.5622,3
0.07089,0.6507,-14.2,-9.623,0.5667,3
0.06721,0.6493,-16.87,-13.41,0.537,3
0.07003,0.6642,-17.04,-14.48,0.5226,3
0.06493,0.6456,-20.03,-14.31,0.5632,3
0.07908,0.6768,-11.28,-8.839,0.5313,3
0.07723,0.6682,-11.35,-8.401,0.5427,3
0.07213,0.6651,-16.04,-11.83,0.552,3
0.07461,0.673,-16.05,-11.14,0.5647,3
0.0791,0.6704,-10.61,-7.298,0.5552,3
0.07534,0.6499,-9.709,-6.36,0.5616,3
0.07915,0.6701,-10.06,-7.412,0.5403,3
0.07126,0.6522,-13.01,-10.22,0.5341,3
0.06679,0.643,-15.37,-12.56,0.5293,3
0.06384,0.6252,-15.71,-10.83,0.5658,3
0.08104,0.669,-8.347,-6.054,0.5372,3
0.07136,0.6353,-9.729,-6.996,0.5439,3
0.08672,0.6868,-7.202,-5.683,0.5163,3
0.06047,0.6288,-20.4,-15.86,0.5451,3
0.07345,0.6625,-12.31,-11.08,0.5044,3
0.07911,0.6878,-13.81,-11.24,0.5281,3
0.09082,0.7147,-11.65,-7.691,0.5662,3
0.07968,0.7018,-18.78,-13.97,0.5532,3
0.07003,0.6726,-20.57,-16.33,0.5406,3
0.07196,0.6774,-18.83,-15.84,0.5265,3
0.07,0.6715,-19.74,-16.29,0.5313,3
0.07843,0.6772,-13.07,-8.934,0.5627,3
0.0698,0.6486,-15.15,-9.983,0.5741,3
0.07546,0.672,-14.2,-10.42,0.5503,3
0.07023,0.6807,-23.23,-18.62,0.5402,3
0.0772,0.69,-16.96,-13.4,0.5384,3
0.07823,0.6813,-13.55,-10.26,0.5428,3
0.08623,0.6974,-8.658,-8.489,0.4794,3
0.07238,0.6626,-15.65,-10.79,0.5656,3
0.06695,0.651,-17.76,-14.02,0.5394,3
0.07621,0.6673,-11.66,-9.195,0.5308,3
0.0832,0.6805,-7.817,-7.261,0.4877,3
0.08091,0.6688,-8.756,-5.938,0.5514,3
0.06618,0.6377,-15.41,-11.58,0.5472,3
0.06135,0.6308,-20.15,-15.04,0.5539,3
0.06808,0.6507,-18.35,-11.79,0.5839,3
0.0747,0.6645,-13.84,-9.185,0.5702,3
0.07582,0.6577,-11.59,-7.006,0.5829,3
0.07887,0.6771,-12.18,-8.732,0.5512,3
0.0637,0.6302,-21.18,-10.54,0.6388,3
0.06666,0.6414,-18.62,-10.7,0.607,3
0.0696,0.6621,-19.5,-13.15,0.5751,3
0.07554,0.6631,-12.6,-8.309,0.5689,3
0.0818,0.6749,-9.224,-6.365,0.55,3
0.072,0.645,-10.7,-8.333,0.531,3
0.07095,0.6467,-14.18,-8.413,0.5931,3
0.06762,0.6532,-18.64,-13.28,0.5624,3
0.0752,0.6691,-14.83,-9.606,0.577,3
0.07608,0.6562,-9.501,-7.311,0.53,3
0.0764,0.655,-9.394,-6.697,0.5445,3
0.07016,0.6452,-13.44,-9.277,0.5615,3
0.07378,0.6599,-13.71,-8.984,0.5725,3
0.06968,0.6576,-15.86,-13,0.5292,3
0.07226,0.6597,-15.27,-10.2,0.5714,3
0.06796,0.6335,-12.6,-9.136,0.5498,3
0.07358,0.6574,-12.74,-8.908,0.5574,3
0.06313,0.6337,-20.49,-12.72,0.5935,3
0.06707,0.6503,-17.49,-13.69,0.541,3
0.07004,0.6485,-14.13,-10.1,0.5557,3
0.06677,0.64,-15.6,-11.35,0.5542,3
0.06574,0.631,-14.45,-10.52,0.5524,3
0.06845,0.6493,-14.89,-12.43,0.5241,3
0.07559,0.6766,-14.06,-12.02,0.5179,3
0.07639,0.6843,-14.88,-13.42,0.5073,3
0.08074,0.6853,-10.74,-9.942,0.4957,3
0.0699,0.6422,-14.5,-8.288,0.6011,3
0.07129,0.6351,-12.23,-5.941,0.6249,3
0.05679,0.5911,-18.08,-9.856,0.6168,3
0.06876,0.6295,-12.45,-7.089,0.5968,3
0.06407,0.6055,-12.9,-6.264,0.6271,3
0.04393,0.4975,-13.07,-7.303,0.602,3
0.05553,0.5703,-11.27,-9.919,0.5072,3
0.05403,0.5458,-11.78,-4.626,0.6586,3
0.04982,0.5298,-14.1,-5.067,0.6811,3
0.04821,0.511,-12.09,-3.745,0.6949,3
0.05,0.5244,-13.21,-3.738,0.7124,3
0.053,0.5288,-10.69,-2.019,0.7441,3
0.05363,0.5277,-9.527,-1.593,0.7455,3
0.04807,0.5113,-12.89,-3.284,0.7244,3
0.1784,0.6026,-9.894,-0.3501,0.8226,3
0.09523,0.5397,-47.89,-5.549,0.8663,3
0.1636,0.6317,-11.49,-0.7765,0.8182,3
0.1828,0.5977,-10.58,-0.5448,0.8198,3
0.1838,0.5644,-12.83,-0.9452,0.8244,3
0.2073,0.5274,-13.16,-1.224,0.8146,3
0.05747,0.5813,-24.81,-5.188,0.7822,3
0.06229,0.6052,-25.56,-6.07,0.7669,3
0.05657,0.5622,-13.19,-4.522,0.6851,3
0.07653,0.6732,-19.23,-8.905,0.6497,3
0.06322,0.6458,-25.96,-15.24,0.61,3
0.06318,0.6278,-19.29,-11.1,0.6076,3
0.0692,0.6539,-19.38,-11.02,0.6103,3
0.05842,0.6225,-27.76,-14.26,0.6388,3
0.06276,0.6395,-26.44,-13.62,0.6372,3
0.08146,0.699,-15.12,-11.65,0.5416,3
0.08597,0.7189,-16.49,-13.1,0.5367,3
0.08413,0.7236,-18.87,-17.63,0.5031,3
0.09069,0.7256,-14.53,-10.56,0.5528,3
0.08899,0.7082,-11.07,-7.657,0.5554,3
0.08597,0.6976,-10.3,-7.833,0.5348,3
0.08682,0.6966,-9.539,-7.025,0.5387,3
0.07837,0.6805,-12.62,-10.23,0.5268,3
0.07642,0.6847,-14.81,-13.63,0.5029,3
0.08635,0.705,-11.67,-9.152,0.5319,3
0.08071,0.6831,-12.39,-8.39,0.5631,3
0.08464,0.698,-12.23,-8.633,0.5543,3
0.08258,0.6928,-12.55,-9.162,0.5484,3
0.07989,0.7009,-19.01,-13.29,0.5669,3
0.0799,0.7002,-16.87,-13.63,0.5334,3
0.08012,0.6922,-14.98,-11,0.5514,3
0.08449,0.694,-13.03,-7.615,0.5934,3
0.08408,0.6871,-11.23,-6.656,0.5857,3
0.07676,0.6807,-15.85,-11.01,0.5642,3
0.07897,0.6891,-15.79,-11.09,0.5619,3
0.06409,0.6637,-26.96,-21.42,0.5441,3
0.07753,0.6859,-15.54,-11.91,0.5432,3
0.07623,0.6646,-12.14,-8.131,0.5647,3
0.07182,0.6454,-13.36,-7.437,0.6034,3
0.08305,0.7013,-13.32,-11.18,0.5208,3
0.07743,0.69,-15.48,-13.87,0.5094,3
0.07249,0.6751,-18.92,-13.87,0.5566,3
0.08913,0.7055,-10.82,-6.923,0.5697,3
0.08918,0.6972,-8.641,-5.467,0.5635,3
0.07664,0.6631,-10.31,-8.144,0.5271,3
0.07818,0.6663,-9.02,-8.108,0.4978,3
0.07013,0.6544,-13.39,-12.7,0.4947,3
0.07513,0.6638,-11.65,-9.495,0.524,3
0.06977,0.6466,-13.65,-10.14,0.5469,3
0.07081,0.6375,-10.58,-7.75,0.543,3
0.06666,0.6172,-10.27,-7.569,0.5408,3
0.06928,0.6304,-10.95,-7.462,0.5581,3
0.07622,0.6585,-10.93,-7.053,0.5685,3
0.06854,0.6399,-13.08,-10.05,0.539,3
0.06761,0.6535,-19.09,-13.2,0.5694,3
0.06752,0.6456,-15.07,-12.49,0.5259,3
0.07744,0.6705,-11.43,-8.789,0.5352,3
0.0717,0.6409,-10.01,-7.992,0.5242,3
0.06688,0.6212,-10.02,-8.686,0.5077,3
0.06567,0.6312,-14.7,-10.54,0.5558,3
0.05658,0.5968,-17.61,-12.55,0.5612,3
0.06435,0.6119,-12.01,-8.056,0.5641,3
0.07051,0.6285,-9.099,-6.628,0.5393,3
0.06872,0.6293,-10.6,-8.078,0.5351,3
0.05969,0.6108,-22.17,-9.966,0.6595,3
0.07144,0.6477,-15.94,-7.715,0.6355,3
0.07128,0.6592,-17.14,-10.65,0.5891,3
0.07198,0.661,-18.07,-10.14,0.611,3
0.08948,0.7024,-10.32,-6.07,0.5839,3
0.08014,0.6661,-8.837,-5.984,0.552,3
0.06792,0.6274,-10.37,-8.807,0.5127,3
0.07801,0.6582,-9.017,-6.063,0.554,3
0.06654,0.6281,-12.65,-9.45,0.5437,3
0.06922,0.6418,-12.13,-10.32,0.516,3
0.07006,0.6311,-9.213,-7.825,0.5097,3
0.06128,0.599,-12.37,-8.482,0.5605,3
0.05877,0.5929,-12.96,-10.25,0.5325,3
0.06269,0.6141,-14.19,-9.863,0.5615,3
0.06834,0.6437,-13.81,-11.24,0.5279,3
0.07173,0.6548,-12.77,-10.6,0.5223,3
0.06925,0.6341,-11.56,-8.182,0.5522,3
0.07241,0.637,-9.799,-6.218,0.5679,3
0.0737,0.6431,-9.591,-6.463,0.5558,3
0.06998,0.6305,-10.3,-7.017,0.5561,3
0.07715,0.6618,-9.957,-7.398,0.5383,3
0.07156,0.6513,-11.42,-10.59,0.4967,3
0.08312,0.6856,-9.707,-7.661,0.5257,3
0.07838,0.6702,-10.5,-8.07,0.5331,3
0.07056,0.6504,-15.87,-9.335,0.5981,3
0.07898,0.6755,-12.64,-8.037,0.5761,3
0.07973,0.6812,-12.12,-9.008,0.5437,3
0.07089,0.6767,-19.25,-17.43,0.5104,3
0.08066,0.696,-15.02,-11.63,0.5404,3
0.09054,0.7216,-14.17,-9.523,0.5683,3
0.08327,0.6884,-12.25,-7.43,0.5842,3
0.08267,0.6878,-15.41,-7.535,0.6325,3
0.09561,0.7257,-9.775,-6.888,0.548,3
0.07969,0.6904,-16.69,-10.52,0.5856,3
0.07372,0.6848,-23.96,-14.59,0.6008,3
0.08228,0.7084,-20.92,-13.03,0.5932,3
0.0863,0.7138,-17.88,-10.93,0.5935,3
0.08883,0.7196,-15.2,-10.39,0.5667,3
0.09037,0.7299,-16.83,-12.15,0.5575,3
0.09652,0.7486,-15.59,-12.96,0.5259,3
0.08524,0.7066,-18.78,-10.01,0.6221,3
0.1095,0.7659,-10.68,-7.37,0.5548,3
0.1,0.7411,-14.45,-8.008,0.6069,3
0.08591,0.7073,-20.19,-9.94,0.6396,3
0.07805,0.7004,-27.34,-14.98,0.6253,3
0.04703,0.4691,-5.036,-1.718,0.6189,2
0.04757,0.4717,-4.908,-1.796,0.6088,2
0.05463,0.5202,-6.008,-2.301,0.6197,2
0.05785,0.5244,-4.096,-0.9454,0.6337,2
0.06364,0.5692,-6.072,-2.651,0.6033,2
0.06137,0.5533,-5.871,-1.701,0.6499,2
0.06693,0.5902,-8.461,-2.191,0.693,2
0.06525,0.5815,-7.542,-2.486,0.6557,2
0.06269,0.5716,-7.788,-2.845,0.6446,2
0.06827,0.5944,-6.787,-2.735,0.6219,2
0.06537,0.5862,-8.193,-2.971,0.6491,2
0.06697,0.5924,-7.613,-3.04,0.6308,2
0.06505,0.5826,-7.93,-2.678,0.6562,2
0.06269,0.5775,-9.33,-3.17,0.6664,2
0.06618,0.5931,-8.956,-3.196,0.6571,2
0.06049,0.5627,-8.387,-2.874,0.6582,2
0.06394,0.5808,-9.407,-2.565,0.6951,2
0.06692,0.6045,-10.56,-4.112,0.6541,2
0.06975,0.6132,-8.869,-4.029,0.6208,2
0.06947,0.6055,-7.566,-3.393,0.6136,2
0.068,0.6039,-8.885,-3.733,0.6329,2
0.06762,0.5983,-8.627,-3.082,0.6545,2
0.06657,0.5953,-9.257,-3.134,0.6664,2
0.06758,0.5953,-8.454,-2.617,0.6719,2
0.07099,0.614,-9.823,-2.884,0.689,2
0.06758,0.5907,-8.606,-1.685,0.7227,2
0.0645,0.5768,-8.948,-1.412,0.7446,2
0.06328,0.5766,-10.34,-1.945,0.7418,2
0.06068,0.5595,-8.808,-1.419,0.7415,2
0.06398,0.5744,-8.955,-1.366,0.7473,2
0.06573,0.5818,-8.76,-1.433,0.7398,2
0.07084,0.6017,-7.959,-1.423,0.7236,2
0.08444,0.6635,-9.242,-2.777,0.6819,2
0.08081,0.6475,-9.878,-2.39,0.7125,2
0.07902,0.6413,-10.06,-2.404,0.7152,2
0.08278,0.6597,-10.07,-3.033,0.6874,2
0.08271,0.6552,-9.934,-2.532,0.707,2
0.08248,0.6531,-10.87,-2.48,0.726,2
0.08148,0.6472,-10.42,-2.182,0.7319,2
0.08225,0.656,-11.76,-2.947,0.7207,2
0.08705,0.6767,-11.63,-3.526,0.6956,2
0.08888,0.6875,-12.87,-4.31,0.6873,2
0.08505,0.6719,-13.24,-3.895,0.7073,2
0.09002,0.6872,-12.36,-3.827,0.6963,2
0.09293,0.6968,-12.29,-3.968,0.6901,2
0.0972,0.7102,-12.78,-4.306,0.686,2
0.09615,0.7111,-12.78,-4.682,0.6735,2
0.09741,0.7141,-12.93,-4.685,0.6757,2
0.09571,0.7083,-12.46,-4.421,0.677,2
0.09034,0.6989,-13.34,-5.259,0.6638,2
0.0913,0.703,-11.6,-5.179,0.637,2
0.08732,0.6914,-11.54,-5.34,0.6307,2
0.08167,0.6682,-10.7,-4.767,0.6336,2
0.07675,0.6486,-9.944,-4.778,0.6175,2
0.08464,0.678,-9.489,-4.739,0.6088,2
0.08482,0.6807,-11.61,-4.979,0.6438,2
0.07627,0.6635,-18.28,-7.166,0.6778,2
0.08437,0.6816,-16.01,-5.722,0.6877,2
0.08773,0.6941,-16.36,-6.159,0.6803,2
0.09293,0.7032,-14.93,-5.253,0.6871,2
0.08317,0.6839,-19.63,-7.135,0.6931,2
0.08607,0.6914,-18.53,-6.853,0.688,2
0.08359,0.6851,-19.24,-7.068,0.6906,2
0.07951,0.6714,-20.74,-7.048,0.7061,2
0.07586,0.6584,-20.63,-6.765,0.7116,2
0.07415,0.6543,-20.17,-6.95,0.7028,2
0.07661,0.6547,-17.68,-5.562,0.7118,2
0.07386,0.6476,-19.51,-6.018,0.7189,2
0.0793,0.6633,-15.63,-5.345,0.6936,2
0.07532,0.6516,-15.43,-5.644,0.6825,2
0.0738,0.6385,-15.28,-4.502,0.7147,2
0.07346,0.6424,-16.5,-5.272,0.7064,2
0.0717,0.6379,-14.75,-5.685,0.6721,2
0.06419,0.6016,-15.85,-4.537,0.7205,2
0.06704,0.6137,-14.87,-4.701,0.7032,2
0.07022,0.6311,-15.39,-5.446,0.6876,2
0.06965,0.6214,-12.72,-4.491,0.6789,2
0.06744,0.6157,-14.62,-4.791,0.697,2
0.06619,0.6036,-13.15,-3.827,0.7083,2
0.06242,0.5889,-14.1,-3.914,0.7186,2
0.06214,0.5762,-10.91,-2.66,0.7187,2
0.07007,0.6021,-9.145,-1.74,0.7307,2
0.06925,0.5975,-9.596,-1.459,0.7539,2
0.06585,0.5888,-11.08,-1.986,0.752,2
0.07097,0.6133,-11.71,-2.543,0.7367,2
0.07393,0.6183,-9.267,-1.88,0.7257,2
0.07108,0.6089,-9.491,-2.095,0.7192,2
0.06691,0.5895,-9.717,-1.666,0.7451,2
0.06335,0.5732,-9.217,-1.604,0.7392,2
0.06879,0.5978,-9.685,-1.771,0.7391,2
0.06035,0.5582,-9.099,-1.249,0.7566,2
0.0594,0.5514,-8.39,-0.8938,0.7644,2
0.06158,0.5564,-6.75,-0.6119,0.7479,2
0.05925,0.5483,-7.58,-0.9515,0.744,2
0.06434,0.5714,-7.009,-1.465,0.698,2
0.06767,0.5882,-8.168,-1.274,0.7369,2
0.07118,0.608,-8.286,-2.156,0.6908,2
0.06784,0.5925,-8.436,-1.862,0.7096,2
0.05494,0.5227,-6.566,-0.9316,0.7207,2
0.06166,0.5608,-7.817,-1.24,0.7313,2
0.06075,0.5501,-6.137,-0.7598,0.7211,2
0.06104,0.5507,-5.966,-0.9756,0.7007,2
0.06402,0.5697,-7.275,-1.129,0.7256,2
0.0604,0.5538,-7.477,-1.245,0.7232,2
0.06659,0.5796,-6.62,-1.212,0.7035,2
0.0594,0.5487,-7.377,-0.4706,0.7722,2
0.05706,0.5451,-10.33,-0.7346,0.8056,2
0.05924,0.542,-5.935,-0.6609,0.7227,2
0.06399,0.5648,-5.929,-0.4274,0.7406,2
0.05634,0.5329,-6.289,-0.1109,0.7754,2
0.05887,0.5452,-7.096,-0.5153,0.763,2
0.05702,0.5432,-9.083,-0.2084,0.8203,2
0.05466,0.5317,-8.274,-0.1289,0.8133,2
0.06692,0.5748,-5.144,-0.7274,0.6926,2
0.06418,0.5644,-5.662,-0.6206,0.7177,2
0.0635,0.5696,-8.542,-0.8396,0.7707,2
0.06632,0.5796,-6.463,-1.709,0.668,2
0.06531,0.5798,-7.719,-1.928,0.6894,2
0.07524,0.6166,-7.027,-1.212,0.7142,2
0.06031,0.5572,-9.289,-0.711,0.7915,2
0.05398,0.5176,-5.599,-0.1369,0.7554,2
0.06586,0.5731,-5.925,-0.8083,0.7115,2
0.05912,0.5486,-7.879,-0.6717,0.7687,2
0.0587,0.5438,-6.976,-1.341,0.7048,2
0.06225,0.5639,-8.1,-1.108,0.7454,2
0.06829,0.5921,-8.732,-1.369,0.7428,2
0.04945,0.4794,-4.262,-0.6626,0.664,2
0.05184,0.5152,-8.628,-1.753,0.7195,2
0.04417,0.4682,-7.541,-0.7251,0.7581,2
0.05515,0.5354,-9.605,-1.48,0.7529,2
0.06028,0.554,-7.862,-0.9898,0.7477,2
0.06241,0.5648,-8.62,-0.6765,0.7823,2
0.0607,0.5546,-7.472,-0.6875,0.7592,2
0.04733,0.4904,-7.656,-0.3396,0.7872,2
0.05659,0.5478,-11.01,-2.079,0.7465,2
0.05646,0.535,-7.616,-1.276,0.7245,2
0.059,0.5516,-8.843,-1.371,0.7449,2
0.06453,0.5819,-10.6,-1.851,0.7508,2
0.05426,0.5231,-7.493,-1.187,0.7271,2
0.04908,0.4995,-8.094,-0.6369,0.7752,2
0.04749,0.4918,-8.562,-0.8492,0.7704,2
0.05526,0.5373,-10.43,-0.6446,0.812,2
0.0589,0.5473,-7.5,-1.583,0.7035,2
0.05807,0.5457,-8.387,-1.352,0.7369,2
0.05763,0.547,-9.576,-1.299,0.7622,2
0.06058,0.5684,-12.07,-2.108,0.7608,2
0.05553,0.5409,-10.21,-2.231,0.726,2
0.05929,0.5608,-10.48,-2.412,0.7224,2
0.06442,0.5841,-11.18,-2.169,0.7451,2
0.06119,0.5627,-9.632,-1.118,0.7733,2
0.06414,0.5832,-10.24,-2.513,0.7135,2
0.0591,0.5575,-10.7,-1.67,0.7613,2
0.06429,0.576,-9.441,-1.234,0.7635,2
0.06429,0.5823,-10.78,-2.055,0.7439,2
0.05567,0.5351,-8.772,-1.236,0.7513,2
0.05655,0.5387,-8.542,-1.268,0.7449,2
0.0642,0.5781,-9.123,-1.887,0.7226,2
0.05723,0.5446,-9.285,-1.472,0.7476,2
0.06224,0.5722,-11,-1.746,0.7621,2
0.06306,0.577,-10.27,-2.232,0.7269,2
0.05726,0.5469,-9.869,-1.667,0.7478,2
0.06122,0.5659,-10.17,-1.663,0.7531,2
0.06225,0.5711,-9.237,-2.245,0.7069,2
0.06203,0.5734,-11.55,-1.984,0.759,2
0.06003,0.5617,-10.74,-1.662,0.7623,2
0.06167,0.5717,-11.19,-2.077,0.7494,2
0.06091,0.5704,-11.65,-2.344,0.7444,2
0.06222,0.5767,-12.09,-2.313,0.7521,2
0.06594,0.591,-11.32,-2.248,0.7436,2
0.0685,0.604,-11.09,-2.67,0.7214,2
0.07175,0.6174,-11.07,-2.74,0.7179,2
0.0622,0.5826,-13.01,-3.184,0.7299,2
0.06843,0.6023,-11.95,-2.363,0.748,2
0.06311,0.5876,-14.19,-3.133,0.7475,2
0.0654,0.5945,-12.56,-2.944,0.7328,2
0.06316,0.5862,-13.16,-3.056,0.7369,2
0.05927,0.5734,-14.51,-3.552,0.7364,2
0.06058,0.5791,-14.61,-3.5,0.7395,2
0.0577,0.5605,-13.28,-2.784,0.749,2
0.063,0.5876,-14.92,-3.116,0.7568,2
0.05841,0.5669,-14.49,-3.048,0.7542,2
0.06424,0.5856,-12.2,-2.352,0.7521,2
0.05951,0.5651,-12.62,-2.224,0.7633,2
0.06545,0.5912,-11.81,-2.507,0.7398,2
0.1375,0.6056,-26.19,-4.177,0.8149,2
0.1231,0.6506,-22.14,-3.49,0.8083,2
0.118,0.6937,-15.84,-2.697,0.7819,2
0.1082,0.6926,-12.62,-1.927,0.7761,2
0.09661,0.6693,-9.322,-0.8693,0.7825,2
0.09403,0.6663,-6.679,-0.3135,0.7685,2
0.09493,0.674,-5.828,-0.3592,0.7432,2
0.09895,0.6905,-6.432,-0.8403,0.7235,2
0.09946,0.7018,-7.708,-1.813,0.6954,2
0.1057,0.7275,-8.281,-2.673,0.6651,2
0.114,0.7608,-9.033,-4.186,0.6186,2
0.1242,0.7868,-7.963,-4.123,0.5941,2
0.1079,0.7219,-9.382,-2.254,0.7094,2
0.1072,0.7186,-8.177,-1.776,0.7085,2
0.1057,0.7101,-7.293,-1.221,0.7202,2
0.0923,0.666,-8.787,-1.02,0.7642,2
0.0906,0.6584,-8.874,-0.8719,0.7747,2
0.09388,0.6719,-8.798,-1.13,0.7579,2
0.09308,0.6738,-9.289,-1.459,0.7484,2
0.09486,0.6823,-9.721,-1.806,0.738,2
0.09263,0.6751,-9.871,-1.742,0.7439,2
0.09382,0.6821,-10.17,-2.07,0.733,2
0.08344,0.6526,-11.82,-2.311,0.7484,2
0.07798,0.6467,-14.15,-3.671,0.7277,2
0.07398,0.6344,-14.07,-3.821,0.7213,2
0.06816,0.6124,-14.28,-3.807,0.7247,2
0.0809,0.6571,-9.915,-3.556,0.6627,2
0.09736,0.7003,-10.86,-2.895,0.7078,2
