 Length, Height, Width, Linearity, Verticality, Class
1.543,1.29,1.94,-0.943,0.8518,1
2.103,1.29,1.579,-0.6527,0.8641,1
1.591,1.27,1.496,-0.9858,0.8874,1
1.665,1.29,1.941,-0.8992,0.9001,1
1.688,1.29,1.58,-0.976,0.8081,1
1.863,1.27,1.468,-0.9977,0.8762,1
1.715,1.27,1.984,-0.9935,0.8945,1
1.749,1.27,1.924,-0.9502,0.8867,1
1.739,1.29,2.049,-0.7268,0.8559,1
1.71,1.27,2.27,-0.9432,0.8699,1
1.893,1.29,1.442,-0.9584,0.8515,1
1.682,1.29,2.082,-0.9152,0.8231,1
1.741,1.29,2.113,-0.8953,0.8512,1
1.753,1.29,2.049,-0.8791,0.8828,1
1.477,1.29,1.953,-0.8095,0.8592,1
1.806,1.12,1.662,-0.987,0.9333,1
1.485,1.14,1.948,-1.041,0.8544,1
1.913,1.29,1.516,-0.8928,0.811,1
1.752,1.15,2.053,-1.157,0.8869,1
1.853,1.27,1.516,-0.8979,0.8847,1
2.13,1.14,1.684,-0.9072,0.9104,1
1.853,1.31,1.415,-0.7412,0.8604,1
1.826,1.27,1.627,-0.8673,0.8617,1
1.511,1.29,1.769,-1.181,0.81,1
1.916,1.29,1.648,-0.7451,0.8656,1
2.343,1.27,1.534,-1.054,0.909,1
1.897,1.14,1.513,-0.6821,0.9174,1
1.531,1.27,1.837,-1.147,0.8853,1
1.539,1.29,1.971,-0.8122,0.8819,1
1.54,1.29,1.889,-1.032,0.8493,1
1.505,1.28,1.847,-1.087,0.8634,1
1.895,1.27,1.672,-1.171,0.8833,1
1.693,1.15,2.004,-1.029,0.8854,1
1.6,1.29,2.064,-0.9385,0.8373,1
1.533,1.29,1.996,-0.9103,0.8396,1
1.667,1.27,2.053,-1.016,0.8707,1
1.728,1.29,1.619,-0.894,0.871,1
1.883,1.27,2.229,-1.014,0.8904,1
1.632,1.29,1.669,-0.8965,0.8549,1
1.473,1.27,1.797,-1.015,0.8882,1
1.602,1.11,1.931,-1.025,0.9136,1
1.66,1.14,2.131,-0.6967,0.8947,1
1.603,1.29,2.067,-0.7446,0.8797,1
1.868,1.29,1.605,-0.9219,0.8805,1
1.417,1.29,1.858,-0.967,0.8513,1
1.405,1.29,1.761,-0.9012,0.8396,1
1.51,1.12,1.591,-1.117,0.9048,1
1.45,1.27,1.806,-0.8262,0.8506,1
1.68,1.28,1.587,-0.8609,0.8992,1
1.707,1.29,1.989,-0.882,0.8435,1
1.671,1.14,2.431,-1.046,0.9482,1
1.647,1.28,1.595,-0.8414,0.9137,1
1.869,1.28,1.59,-1.056,0.8864,1
1.779,1.27,1.542,-1.041,0.8392,1
1.638,1.29,1.931,-0.8576,0.8709,1
1.751,1.28,1.564,-0.9048,0.8976,1
1.714,1.28,2.605,-1.058,0.9105,1
1.834,1.27,1.694,-1.096,0.8837,1
1.467,1.29,1.812,-0.9337,0.86,1
1.734,1.12,1.916,-1.017,0.9039,1
1.595,1.27,1.915,-0.8343,0.8543,1
1.445,1.29,1.842,-1.013,0.8475,1
2.454,1.14,1.682,-1.005,0.9366,1
2.648,1.28,1.676,-1.094,0.8983,1
1.992,1.14,1.565,-0.9594,0.8859,1
1.624,1.14,2.07,-1.077,0.8707,1
1.707,1.12,1.808,-0.9875,0.8866,1
1.422,1.27,1.785,-0.9203,0.8731,1
1.637,1.14,2.127,-0.6348,0.9006,1
2.062,1.29,1.666,-0.8193,0.8667,1
2.02,1.14,1.676,-0.9643,0.8914,1
2.114,1.14,1.638,-0.6455,0.9007,1
1.858,1.14,1.579,-0.7106,0.901,1
1.89,1.29,1.573,-0.763,0.8616,1
1.743,1.28,2.014,-1.188,0.8662,1
1.776,1.27,1.409,-0.9597,0.8721,1
1.577,1.29,1.707,-0.7991,0.8765,1
1.984,1.27,1.713,-0.8468,0.8518,1
2.089,1.27,1.807,-1.087,0.8635,1
1.685,1.27,1.884,-1.117,0.8842,1
1.841,1.14,1.606,-0.9685,0.8899,1
1.888,1.28,1.662,-0.9808,0.9101,1
1.554,1.12,1.526,-1.034,0.9114,1
1.621,1.15,1.571,-1.07,0.9143,1
1.999,1.14,1.532,-0.7063,0.8921,1
1.632,1.27,2.602,-1.098,0.8975,1
1.974,1.29,1.533,-0.6655,0.8781,1
1.564,1.29,2.015,-0.9892,0.8496,1
1.599,1.11,1.547,-1.087,0.9113,1
1.836,1.13,1.392,-1.117,0.9468,1
1.612,1.11,2.051,-1.51,0.9457,1
1.634,1.12,1.675,-1.67,0.8677,1
1.742,1.12,1.894,-1.503,0.9558,1
1.352,1.14,1.701,-1.837,0.8849,1
1.572,1.09,1.784,-3.01,0.848,1
1.833,1.12,1.728,-2.81,0.8216,1
1.372,1.14,1.728,-2.6,0.7224,1
1.556,1.09,1.439,-4.871,0.5097,1
1.266,1.12,1.759,-2.169,0.6296,1
1.297,1.12,1.663,-2.824,0.5889,1
1.238,1.15,1.535,-2.986,0.6814,1
1.235,1.12,1.738,-3.63,0.5927,1
1.331,1.11,1.636,-3.216,0.5453,1
1.305,1.13,1.661,-3.334,0.5995,1
1.514,1.13,1.242,-2.887,0.5324,1
1.547,1.15,1.551,-3.164,0.6928,1
1.682,1.12,1.323,-2.994,0.4633,1
1.339,1.12,1.615,-3.113,0.5255,1
1.259,1.12,1.691,-2.902,0.5093,1
1.584,1.13,1.305,-3.262,0.4683,1
1.497,1.13,1.275,-2.503,0.4404,1
1.562,1.12,1.376,-2.797,0.4603,1
1.582,1.12,1.792,-1.495,0.8057,1
1.669,1.3,1.955,-0.8443,0.836,1
1.536,1.12,1.557,-1.043,0.909,1
1.959,1.12,1.683,-1.033,0.9191,1
1.703,1.12,1.951,-0.9883,0.9026,1
1.627,1.27,2.058,-1.342,0.8653,1
1.508,1.29,1.78,-1.362,0.8025,1
1.527,1.28,1.928,-0.99,0.8437,1
2.019,1.14,1.553,-0.8721,0.9054,1
1.891,1.29,1.703,-0.9628,0.8517,1
1.743,1.29,2.088,-0.7708,0.8715,1
1.787,1.29,1.494,-0.8287,0.8491,1
1.499,1.29,1.81,-0.9489,0.9136,1
1.745,1.29,1.471,-0.7294,0.8576,1
1.638,1.28,1.908,-1.158,0.8828,1
1.74,1.29,2.115,-0.8773,0.8514,1
1.55,1.29,1.868,-0.9033,0.8509,1
1.905,1.28,1.731,-1.037,0.8833,1
1.608,1.28,1.957,-0.9489,0.8747,1
1.526,1.28,1.914,-0.9606,0.871,1
1.649,1.28,1.76,-1.097,0.8858,1
1.66,1.14,2.145,-0.8152,0.9132,1
1.634,1.28,2.087,-1.066,0.8358,1
1.853,1.14,1.557,-0.9278,0.9078,1
1.882,1.28,1.526,-1.093,0.8834,1
1.433,1.29,1.829,-0.9333,0.8637,1
2.079,1.14,1.783,-1.012,0.8772,1
1.505,1.29,1.8,-0.7631,0.8614,1
1.95,1.29,1.487,-0.9169,0.838,1
1.476,1.28,1.792,-0.9861,0.8841,1
1.405,1.28,1.748,-0.9654,0.8757,1
1.592,1.12,1.619,-1.054,0.9093,1
1.39,1.3,1.678,-0.9293,0.8693,1
1.509,1.28,1.854,-0.8146,0.855,1
1.975,1.29,1.521,-0.7379,0.8675,1
1.684,1.28,1.518,-1.242,0.8647,1
2.039,1.28,1.669,-1.221,0.8649,1
2.054,1.3,1.631,-0.872,0.8415,1
1.465,1.28,1.796,-0.9138,0.866,1
1.411,1.27,1.77,-0.9378,0.8285,1
1.705,1.11,1.949,-0.9611,0.9016,1
1.544,1.12,1.931,-0.9878,0.9106,1
1.584,1.29,2.059,-0.6729,0.8498,1
1.505,1.28,1.584,-0.9891,0.8744,1
1.543,1.3,1.859,-1.046,0.8466,1
1.465,1.28,1.815,-1.078,0.8582,1
1.682,1.29,1.578,-0.7186,0.8437,1
1.711,1.29,2.072,-0.9901,0.8473,1
1.688,1.27,1.956,-0.9805,0.8931,1
1.651,1.15,1.766,-0.9313,0.8943,1
1.8,1.15,1.567,-1.151,0.8994,1
1.779,1.12,1.435,-0.9585,0.9274,1
1.713,1.29,2.086,-1.005,0.8114,1
1.918,1.28,1.687,-1.292,0.8854,1
1.708,1.28,1.396,-0.8382,0.8492,1
1.56,1.28,1.696,-1.117,0.884,1
1.913,1.29,1.441,-0.914,0.855,1
1.855,1.27,1.506,-0.9128,0.8681,1
1.623,1.28,1.651,-1.153,0.8602,1
2.074,1.14,1.611,-0.8967,0.9095,1
1.914,1.27,1.699,-1.07,0.8644,1
1.692,1.28,1.893,-1.083,0.8801,1
1.528,1.28,1.808,-0.9713,0.8844,1
2.109,1.15,1.754,-0.9076,0.8977,1
1.561,1.14,2.03,-0.8726,0.9077,1
1.866,1.3,1.521,-0.9641,0.8472,1
2.052,1.14,1.593,-1.097,0.8542,1
1.876,1.28,2.22,-0.8201,0.8902,1
1.901,1.14,1.507,-1.093,0.8705,1
2.063,1.29,1.754,-0.9206,0.8311,1
1.652,1.14,2.1,-1.066,0.8663,1
1.682,1.28,2.111,-1.04,0.8345,1
1.771,1.12,1.919,-1.075,0.9169,1
1.883,1.28,1.529,-1.103,0.8641,1
1.85,1.12,1.741,-0.9343,0.9105,1
1.652,1.14,2.102,-1.006,0.8753,1
1.508,1.27,1.924,-1.037,0.869,1
1.808,1.29,1.596,-0.924,0.8545,1
1.523,1.27,1.828,-1.028,0.8561,1
1.536,1.28,1.874,-1.033,0.8846,1
1.906,1.28,1.708,-0.9015,0.8569,1
1.538,1.28,1.856,-0.9658,0.8826,1
1.623,1.28,1.944,-1.085,0.8831,1
1.599,1.29,1.657,-0.7808,0.8683,1
1.501,1.14,1.965,-1.098,0.8672,1
1.6,1.29,2.081,-0.732,0.8725,1
2.016,1.3,1.526,-0.7004,0.8803,1
1.504,1.13,1.831,-1.149,0.8508,1
2.042,1.28,1.652,-0.8772,0.8415,1
1.948,1.29,1.512,-0.67,0.8779,1
1.987,1.3,1.734,-0.7759,0.836,1
1.406,1.28,1.733,-0.9134,0.8854,1
1.8,1.28,1.482,-0.9228,0.8646,1
1.825,1.29,1.487,-1.01,0.8455,1
1.678,1.28,2.403,-0.9049,0.9053,1
2.126,1.14,1.623,-0.6627,0.9131,1
1.484,1.29,1.948,-0.7966,0.8735,1
1.966,1.15,1.63,-1.048,0.8953,1
1.968,1.29,1.5,-0.9126,0.8592,1
1.637,1.28,1.894,-1.21,0.8835,1
1.76,1.15,2.079,-0.9813,0.8881,1
1.633,1.29,2.107,-0.6876,0.8781,1
1.601,1.15,1.851,-0.9184,0.9138,1
1.538,1.3,1.547,-0.9269,0.8503,1
1.469,1.28,1.83,-1.066,0.8814,1
1.71,1.28,1.945,-1.053,0.871,1
1.841,4.41,3.707,-1.076,0.14,1
1.647,1.29,2.096,-0.822,0.8439,1
1.565,1.29,1.905,-0.8341,0.8714,1
1.699,1.28,1.872,-0.9717,0.8827,1
2.044,1.28,1.593,-0.8814,0.8781,1
1.446,1.29,1.872,-0.9594,0.8908,1
1.864,1.28,1.512,-1.177,0.8191,1
1.664,1.28,1.593,-1.117,0.8624,1
1.652,1.14,1.671,-1.107,0.8684,1
1.943,1.28,1.538,-0.888,0.8714,1
1.587,1.28,1.473,-0.8075,0.8563,1
1.695,1.28,2.075,-1.048,0.8382,1
1.609,1.28,1.832,-1.068,0.8809,1
1.525,1.29,1.991,-0.7324,0.8738,1
2.081,1.28,1.639,-0.816,0.9094,1
1.833,1.28,1.491,-0.9018,0.8816,1
1.914,1.29,1.717,-1.103,0.8471,1
1.643,1.29,2.119,-0.8178,0.8649,1
1.61,1.29,1.799,-0.6529,0.8695,1
1.501,1.14,1.993,-0.6697,0.912,1
1.793,1.29,1.537,-0.898,0.841,1
1.687,1.28,1.971,-0.9561,0.8853,1
1.85,1.28,1.514,-1.388,0.8611,1
1.667,1.28,1.909,-1.087,0.8809,1
1.571,1.28,1.863,-1.07,0.8871,1
1.581,1.14,2.048,-0.8462,0.8856,1
1.582,1.28,2.023,-1.13,0.8416,1
1.86,1.29,1.622,-0.96,0.8542,1
2.022,1.28,1.563,-1.367,0.8846,1
1.985,1.3,1.701,-0.7814,0.8138,1
1.983,1.28,1.549,-0.8424,0.9146,1
1.695,1.29,1.532,-1.216,0.8497,1
1.617,1.28,1.839,-1.011,0.8677,1
1.663,1.28,2.085,-1.071,0.8769,1
1.516,1.28,1.782,-1.035,0.8344,1
1.481,1.12,1.612,-0.9898,0.9078,1
1.643,1.14,2.123,-0.9825,0.8732,1
1.618,1.14,2.061,-0.9048,0.9002,1
1.799,1.14,1.554,-1.006,0.8797,1
2.087,1.29,1.631,-0.7057,0.8783,1
1.864,1.28,1.522,-0.9172,0.8813,1
1.657,1.28,1.772,-1.168,0.8829,1
1.584,1.28,1.509,-0.9608,0.8843,1
1.737,1.28,1.924,-1.018,0.8875,1
1.727,1.29,2.057,-0.9833,0.8155,1
1.453,1.3,1.68,-0.9699,0.8309,1
1.954,1.28,1.692,-1.063,0.8897,1
2.021,1.29,1.724,-0.7978,0.8818,1
1.428,1.28,1.783,-1.065,0.8807,1
2.358,1.15,1.714,-1.046,0.945,1
1.99,1.14,1.536,-1.182,0.8564,1
2.121,1.14,1.637,-0.8791,0.9055,1
1.431,1.3,1.797,-1.175,0.8343,1
1.403,1.11,1.7,-4.002,0.5788,1
2.047,1.28,1.591,-2.393,0.659,1
1.437,1.28,1.722,-3.402,0.5809,1
1.456,1.1,1.436,-3.933,0.4202,1
1.537,1.14,1.614,-1.485,0.6776,1
1.503,1.28,1.768,-0.9648,0.821,1
1.866,1.29,1.534,-0.6819,0.859,1
1.677,1.28,2.11,-0.9368,0.8598,1
1.821,1.29,1.456,-1.273,0.8202,1
1.654,1.28,1.891,-0.9556,0.8542,1
1.518,1.28,1.896,-1.218,0.8611,1
1.809,1.27,1.61,-1.022,0.8773,1
1.569,1.29,1.916,-0.8462,0.8404,1
1.455,1.28,1.828,-0.8622,0.8357,1
1.713,1.28,2.052,-0.7996,0.8616,1
1.965,1.27,1.674,-0.9643,0.8685,1
1.916,1.28,1.54,-0.9919,0.8879,1
2.249,1.14,1.579,-1.129,0.9314,1
2.1,1.28,1.62,-0.7767,0.8906,1
1.506,1.14,1.981,-0.8904,0.8828,1
1.591,1.14,2.036,-0.8242,0.9072,1
1.593,1.3,1.5,-0.9467,0.8336,1
1.929,1.3,1.467,-0.7951,0.8239,1
1.873,1.28,1.631,-1.057,0.8602,1
1.54,1.28,1.854,-0.9052,0.8639,1
2.144,1.14,1.635,-0.8726,0.9153,1
1.831,1.14,1.548,-0.7741,0.9134,1
2.119,1.29,1.755,-0.9373,0.8497,1
2.115,1.14,1.651,-0.8216,0.9108,1
1.771,1.14,1.587,-0.819,0.9138,1
1.879,1.28,1.644,-1.112,0.8706,1
1.707,1.29,1.918,-0.8669,0.8383,1
1.751,1.29,1.651,-0.8894,0.8543,1
1.722,1.14,1.707,-0.8684,0.9066,1
1.677,1.14,2.11,-0.8731,0.8933,1
1.608,1.28,1.654,-1.191,0.8584,1
1.831,1.3,1.53,-0.9089,0.8525,1
2.001,1.28,1.567,-0.9111,0.8693,1
1.776,1.28,2.078,-0.7734,0.8738,1
2.115,1.15,1.711,-0.9553,0.8896,1
1.724,1.29,1.931,-1.036,0.8292,1
1.671,1.29,2.154,-0.7138,0.8684,1
1.543,1.14,1.995,-0.8074,0.9001,1
1.691,1.28,2.069,-1.292,0.8846,1
1.694,1.29,1.949,-0.9982,0.8464,1
1.946,1.12,1.746,-1.068,0.9112,1
1.59,1.28,2.031,-1.03,0.8371,1
1.698,1.3,1.907,-0.9957,0.8015,1
1.658,1.29,2.118,-0.7426,0.8666,1
1.708,1.28,2.104,-0.8314,0.8893,1
1.732,1.12,1.828,-1.079,0.9057,1
1.498,1.28,1.943,-1.08,0.8547,1
1.622,1.28,2.095,-0.8095,0.8654,1
1.807,1.27,1.401,-1.149,0.855,1
1.865,1.14,1.533,-0.9559,0.8762,1
1.726,1.28,1.397,-0.8094,0.8783,1
1.706,1.28,1.56,-0.7455,0.9248,1
1.937,1.14,1.463,-0.7765,0.9014,1
1.602,1.14,2.083,-0.7526,0.9359,1
1.438,1.12,1.834,-1.054,0.9121,1
1.585,1.3,2.193,-1.034,0.8328,1
1.859,1.14,1.55,-1.051,0.9037,1
1.592,1.28,2.055,-1.053,0.8827,1
1.781,1.12,1.899,-1.069,0.9126,1
1.539,1.27,2,-0.9321,0.8623,1
2.03,1.29,1.68,-0.9598,0.9041,1
1.627,1.28,1.456,-1.059,0.8449,1
1.88,1.3,1.661,-0.7954,0.8946,1
1.391,1.28,1.694,-1.045,0.888,1
1.959,1.3,1.693,-0.8755,0.8397,1
1.634,1.27,2.063,-1.008,0.8857,1
1.957,1.3,1.673,-0.8976,0.8355,1
1.925,1.28,1.7,-0.9301,0.886,1
1.602,1.28,1.847,-0.6854,0.9076,1
2.039,1.28,1.704,-0.8968,0.8779,1
1.731,1.28,1.911,-0.9481,0.8507,1
1.557,1.28,1.505,-0.8645,0.886,1
1.721,1.27,1.416,-1.138,0.8828,1
1.495,1.32,1.719,-0.6816,0.9395,1
1.771,1.14,1.58,-0.9192,0.8982,1
2.109,1.27,1.819,-1.381,0.8383,1
2.108,1.27,1.723,-0.7752,0.8867,1
1.7,1.28,1.884,-0.9067,0.8399,1
2.06,1.29,1.59,-0.7344,0.8641,1
1.518,1.27,1.943,-0.909,0.839,1
1.501,1.3,1.855,-0.882,0.8545,1
2.086,1.28,1.673,-0.83,0.9237,1
1.583,1.28,1.888,-0.9166,0.8676,1
1.998,1.29,1.643,-1.049,0.8773,1
1.61,1.27,1.82,-0.8582,0.8591,1
1.771,1.27,1.635,-0.9984,0.8788,1
1.622,1.14,2.067,-0.8119,0.9002,1
1.578,1.27,1.617,-1.157,0.8749,1
1.979,1.29,1.497,-0.6764,0.887,1
1.853,1.29,1.641,-0.8319,0.8654,1
1.883,1.14,1.535,-0.8236,0.9027,1
1.677,1.28,1.994,-0.9595,0.8611,1
1.593,1.27,1.701,-0.9408,0.8703,1
2.003,1.27,1.569,-1.041,0.8743,1
2.025,1.28,1.726,-0.9831,0.8718,1
2.084,1.27,1.656,-1.218,0.8581,1
1.562,1.27,1.745,-1.052,0.8665,1
1.804,1.14,1.599,-0.7549,0.9007,1
2.088,1.27,1.717,-0.985,0.9043,1
2.146,1.14,1.656,-0.8205,0.9119,1
1.584,1.29,2.039,-0.7562,0.8381,1
2.11,1.14,1.798,-0.988,0.8867,1
1.667,1.27,1.622,-0.9482,0.869,1
1.692,1.29,1.968,-0.6398,0.8918,1
1.699,1.27,1.84,-0.9541,0.8734,1
1.399,1.29,1.888,-0.9465,0.8526,1
1.588,1.27,1.623,-0.7865,0.8794,1
1.919,1.29,1.514,-0.6783,0.8569,1
1.717,1.27,1.935,-1.049,0.8839,1
1.648,1.29,1.94,-0.9657,0.866,1
1.69,1.27,2.099,-1.347,0.8355,1
1.828,1.27,1.457,-1.036,0.8868,1
1.788,1.27,1.655,-0.8518,0.8799,1
2.012,1.29,1.732,-0.7571,0.8827,1
1.993,1.27,1.703,-0.8434,0.8849,1
1.564,1.14,2.03,-0.927,0.8785,1
1.913,1.12,1.754,-0.975,0.8944,1
1.576,1.27,2.037,-1.161,0.9108,1
1.69,1.29,1.398,-0.9038,0.8404,1
1.985,1.27,1.556,-1.161,0.8585,1
1.651,1.27,1.94,-0.9063,0.8841,1
1.964,1.14,1.532,-0.8142,0.9125,1
2.036,1.27,1.72,-0.7903,0.8853,1
1.529,1.27,1.501,-1.002,0.8694,1
2.087,1.14,1.603,-0.6571,0.8901,1
1.535,1.14,1.978,-0.8311,0.9048,1
2.042,1.29,1.52,-0.6537,0.8686,1
1.591,1.29,1.49,-0.9832,0.8559,1
2.024,1.27,1.663,-0.8376,0.8654,1
1.716,1.29,1.976,-0.7544,0.8772,1
1.918,1.27,1.727,-0.9282,0.8729,1
2.054,1.14,1.564,-1.02,0.874,1
2.098,1.27,1.756,-0.8779,0.9067,1
1.481,1.32,1.942,-0.6555,0.8813,1
2.078,1.27,1.736,-0.871,0.879,1
1.608,1.14,1.747,-0.9426,0.8823,1
1.655,1.12,1.425,-0.9434,0.9144,1
1.68,1.28,1.853,-0.9366,0.8779,1
1.647,1.14,2.119,-0.8145,0.9105,1
1.644,1.27,2.049,-1.256,0.8527,1
1.695,1.27,1.967,-1.178,0.8588,1
1.5,1.29,1.946,-0.6547,0.8675,1
2.029,1.14,1.548,-0.7583,0.8989,1
1.635,1.14,2.541,-0.8456,0.9335,1
2.111,1.14,1.779,-0.9363,0.8998,1
1.723,1.27,1.937,-1.023,0.8841,1
1.771,1.14,2.115,-0.8468,0.8837,1
1.472,1.27,1.835,-0.914,0.8749,1
1.664,1.27,1.907,-0.8971,0.8755,1
1.989,1.27,1.676,-0.9412,0.86,1
1.877,1.29,1.629,-0.7987,0.8732,1
1.878,1.27,1.557,-1.164,0.8585,1
2.025,1.27,1.69,-1.454,0.8308,1
1.673,1.27,2.059,-0.9086,0.8649,1
1.595,1.14,2.094,-0.6753,0.9078,1
1.464,1.27,1.863,-0.8282,0.8708,1
1.679,1.29,1.987,-0.9221,0.8748,1
2.107,1.27,1.692,-1.364,0.8369,1
1.687,1.27,1.573,-1.194,0.8607,1
1.454,1.29,1.801,-0.7382,0.865,1
1.865,1.27,1.626,-1.223,0.9101,1
1.99,1.27,1.69,-0.9506,0.8698,1
1.938,1.27,1.496,-0.9617,0.8733,1
1.37,1.29,1.71,-0.7943,0.8294,1
1.518,1.14,1.855,-0.843,0.9049,1
1.629,1.27,1.684,-1.432,0.8368,1
1.638,1.29,1.85,-0.8737,0.827,1
1.375,1.27,1.75,-0.873,0.8619,1
1.656,1.14,2.132,-0.8143,0.9118,1
1.672,1.29,1.587,-1.061,0.8218,1
1.515,1.27,1.604,-1.023,0.8703,1
1.663,1.27,1.618,-1.196,0.8612,1
2.05,1.29,1.605,-0.7737,0.8524,1
1.815,1.29,1.662,-0.9355,0.8485,1
1.654,1.28,2.063,-1.171,0.8639,1
1.918,1.27,1.702,-1.018,0.8634,1
1.898,1.29,1.425,-0.8246,0.844,1
1.928,1.29,1.645,-0.8266,0.898,1
1.71,1.14,1.636,-0.8294,0.9098,1
1.735,1.29,1.557,-0.8058,0.8698,1
1.977,1.27,1.711,-1.066,0.8864,1
1.413,1.27,1.692,-0.9992,0.8682,1
1.949,1.29,1.674,-0.8038,0.8824,1
1.653,1.27,1.552,-1.032,0.8763,1
1.655,1.14,2.111,-0.9007,0.8917,1
2.063,1.27,1.715,-0.9374,0.8554,1
1.747,1.29,2.053,-0.788,0.871,1
2.034,1.27,1.716,-1.049,0.8713,1
2.087,1.14,1.655,-1.194,0.8547,1
1.946,1.27,1.658,-0.9178,0.8653,1
1.621,1.27,1.718,-0.7924,0.8886,1
1.552,1.27,2.01,-0.7747,0.918,1
1.694,1.12,1.763,-0.9872,0.9213,1
1.678,1.27,1.563,-1.077,0.8886,1
1.697,1.27,1.575,-0.9047,0.8747,1
1.637,1.27,1.86,-0.9222,0.8568,1
1.656,1.27,1.991,-1.375,0.8352,1
1.506,1.14,1.89,-0.6854,0.9104,1
1.768,1.27,1.64,-1.07,0.8889,1
1.707,1.27,2.099,-0.976,0.8939,1
1.702,1.12,1.657,-0.9786,0.9009,1
1.689,1.27,2.676,-1.13,0.8966,1
1.877,1.14,1.529,-0.8176,0.9108,1
2.013,1.29,1.711,-0.7888,0.8736,1
2.084,1.27,1.673,-0.8596,0.9401,1
1.774,1.28,1.638,-0.926,0.8487,1
1.439,1.27,1.836,-0.9553,0.8527,1
1.9,1.27,1.752,-0.9619,0.8849,1
1.918,1.14,1.512,-0.8169,0.9101,1
2.014,1.32,1.743,-0.6732,0.8663,1
1.937,1.27,1.617,-0.9072,0.8872,1
2.093,1.14,1.641,-1.446,0.8517,1
1.735,1.27,1.46,-1.122,0.8898,1
2.038,1.14,1.586,-0.8344,0.9112,1
1.889,1.14,1.493,-1.499,0.8523,1
1.644,1.29,2.09,-0.6884,0.8528,1
1.657,1.14,2.122,-0.8185,0.9037,1
1.762,1.29,1.368,-0.7969,0.8247,1
1.592,1.12,1.945,-0.9284,0.9086,1
1.57,1.15,1.923,-0.9583,0.8868,1
1.705,1.14,2.031,-1.604,0.8325,1
1.993,1.27,1.566,-1.382,0.8365,1
1.682,1.29,1.557,-0.6401,0.8472,1
1.385,1.27,1.7,-0.9443,0.8892,1
1.573,1.12,1.548,-1.015,0.91,1
1.494,1.27,1.732,-1.337,0.8483,1
1.463,1.3,1.542,-0.8052,0.8336,1
1.909,1.14,1.521,-0.9518,0.8969,1
1.647,1.27,2.043,-1.066,0.8359,1
1.97,1.27,1.659,-1.377,0.836,1
1.693,1.27,2.278,-0.9132,0.8509,1
2.109,1.14,1.758,-0.9379,0.8995,1
1.562,1.27,1.971,-0.9933,0.8592,1
1.652,1.29,2.045,-0.901,0.8387,1
1.746,1.14,1.64,-0.7853,0.9121,1
1.751,1.29,1.562,-0.8641,0.8634,1
1.907,1.28,1.753,-1.057,0.8846,1
2.021,1.14,1.519,-0.7419,0.8975,1
2.042,1.14,1.554,-0.9286,0.8863,1
2.443,1.14,1.728,-1.023,0.9449,1
1.814,1.27,1.613,-1.09,0.8822,1
1.55,1.32,1.686,-0.6994,0.8887,1
2.011,1.27,1.715,-0.916,0.8607,1
1.869,1.28,1.637,-0.8958,0.9224,1
1.487,1.28,1.838,-0.9507,0.8845,1
1.66,1.28,1.389,-0.9437,0.885,1
1.437,1.28,1.853,-0.8202,0.8667,1
1.999,1.29,1.543,-0.7814,0.8654,1
1.513,1.28,1.551,-1.017,0.8787,1
1.806,1.29,1.695,-0.8343,0.8517,1
2.135,1.14,1.632,-0.7104,0.9016,1
1.626,1.14,2.151,-0.7005,0.9004,1
2.069,1.27,1.636,-0.888,0.8612,1
1.482,1.14,1.861,-1.067,0.8748,1
1.749,1.14,1.69,-0.9341,0.8925,1
1.617,1.14,1.966,-0.9748,0.8899,1
1.533,1.28,1.9,-0.9059,0.879,1
1.568,1.28,1.484,-0.9832,0.8865,1
1.663,1.28,1.851,-0.857,0.8695,1
1.508,1.28,1.971,-0.9335,0.8574,1
2.059,1.29,1.739,-0.7426,0.8385,1
1.505,1.3,1.713,-0.6796,0.8681,1
1.695,1.14,2.016,-0.9801,0.8882,1
1.708,1.29,2.104,-0.7234,0.856,1
1.474,1.27,1.749,-1.012,0.8867,1
1.681,1.3,1.963,-0.9479,0.8533,1
1.708,1.27,1.568,-0.9268,0.8648,1
1.928,1.27,1.659,-0.8588,0.9104,1
1.648,1.27,2.058,-0.8223,0.9228,1
2.023,1.28,1.639,-0.9718,0.8638,1
1.593,1.14,2.066,-0.6375,0.8895,1
1.83,1.14,1.578,-1.073,0.8681,1
1.556,1.28,1.669,-0.9266,0.8834,1
1.742,1.29,2.033,-0.9103,0.8786,1
1.748,1.28,2.055,-0.869,0.8669,1
1.623,1.29,1.822,-1.13,0.8551,1
1.796,1.28,1.563,-0.7944,0.9306,1
1.534,1.28,1.823,-1.207,0.8586,1
1.928,1.28,1.589,-0.9381,0.8378,1
1.633,1.27,1.902,-0.9822,0.8843,1
1.632,1.28,1.436,-1.104,0.882,1
1.589,1.28,2.011,-0.9326,0.8583,1
1.834,1.27,1.752,-0.9687,0.8541,1
1.661,1.28,1.996,-0.9076,0.8598,1
1.444,1.28,1.626,-0.9187,0.8915,1
1.669,1.29,1.61,-0.6915,0.902,1
1.653,1.14,2.091,-0.9187,0.8939,1
2.138,1.14,1.714,-0.9075,0.8921,1
1.53,1.29,1.961,-0.877,0.8742,1
1.662,1.28,1.542,-1.022,0.886,1
1.533,1.28,1.903,-0.946,0.8369,1
1.418,1.28,1.667,-0.8873,0.8609,1
2.113,1.14,1.88,-0.8024,0.9392,1
2.151,1.14,1.634,-0.7564,0.9044,1
