 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Anisotropy, Planarity, Linearity, Surface Variation, Sphericity, Verticality, Max Intensity, Mean Intensity, STD Intensity, ExpectedValuex, ExpectedValuey, ExpectedValuez, Variancex, Variancey, Variancez, MeanVar, Distance, N.Points, MeanVel, MaxVel, MeanAcc, MaxAcc, MeanAVel, Class
2.51,1.09,1.503,0.5817,0.1556,0.8363,-4.175,-3.091,-1.084,0.6266,0.4349,0.91,223,52.12,49.02,0.1695,0.2465,0.0539,0.8826,0.3375,0.1737,0.4646,1.511,101,0.2144,1.025,0.01362,5.647,0.05838,3
1.859,1.09,1.799,0.4774,0.1294,0.7896,-4.101,-2.719,-1.381,0.6013,0.3434,0.922,223,51.26,47.81,0.1579,0.3844,0.03642,0.5194,0.4464,0.1682,0.378,1.203,100,0.2144,1.025,0.01362,5.647,0.05838,3
1.936,1.1,1.569,0.4745,0.1308,0.7885,-3.436,-2.687,-0.7496,0.6174,0.359,0.9152,255,53.31,48.59,0.0847,0.3327,0.04699,0.5892,0.3313,0.1725,0.3643,1.424,103,0.2144,1.025,0.01362,5.647,0.05838,3
1.725,1.21,1.776,0.4969,0.1403,0.8162,-3.174,-2.229,-0.945,0.5863,0.3612,0.9395,237,55.01,51.14,0.3592,0.1866,0.03167,0.4479,0.4856,0.1962,0.3766,0.8632,105,0.2144,1.025,0.01362,5.647,0.05838,3
1.433,1.09,1.707,0.4141,0.1027,0.7005,-4.176,-4.012,-0.1641,0.7052,0.3484,0.9888,239,53.75,51.6,0.3279,0.179,0.07658,0.2803,0.4848,0.1619,0.309,0.7784,101,0.2144,1.025,0.01362,5.647,0.05838,3
1.838,1.09,1.686,0.4876,0.132,0.7953,-4.097,-2.758,-1.338,0.6042,0.3524,0.9435,227,50.71,46.14,0.4427,0.214,0.0401,0.4925,0.4452,0.1673,0.3683,1.724,107,0.2144,1.025,0.01362,5.647,0.05838,3
1.382,1.09,1.979,0.47,0.1302,0.7876,-3.323,-2.608,-0.7152,0.6142,0.3555,0.9025,223,51.5,48.25,0.2482,0.08216,0.04589,0.2697,0.6125,0.1724,0.3515,1.16,100,0.2144,1.025,0.01362,5.647,0.05838,3
1.368,1.09,1.808,0.4843,0.1315,0.795,-4.074,-2.676,-1.398,0.5989,0.3472,0.94,246,52.33,49.21,0.2446,0.3844,0.03255,0.3209,0.5233,0.1676,0.3372,1.361,99,0.2144,1.025,0.01362,5.647,0.05838,3
1.706,1.08,2.219,0.5412,0.1473,0.8256,-3.858,-2.793,-1.065,0.6131,0.4001,0.922,236,48.44,43.33,0.4018,0.01932,0.05796,0.4063,0.717,0.1683,0.4305,1.662,90,0.2144,1.025,0.01362,5.647,0.05838,3
1.319,1.09,1.818,0.4835,0.135,0.7994,-3.171,-2.505,-0.666,0.6101,0.3657,0.9029,219,47.99,41.55,0.2014,0.2388,0.03952,0.2804,0.5468,0.1757,0.3343,1.091,87,0.2144,1.025,0.01362,5.647,0.05838,3
1.767,1.23,1.75,0.4994,0.1412,0.8162,-3,-2.297,-0.7029,0.5967,0.3725,0.9142,227,48.61,40.44,0.1935,0.2651,0.01189,0.489,0.4483,0.2035,0.3803,1.238,84,0.2144,1.025,0.01362,5.647,0.05838,3
1.978,1.12,1.525,0.4838,0.1344,0.7983,-3.32,-2.559,-0.7609,0.6101,0.3635,0.9135,222,49.72,44.41,0.04724,0.3175,0.04952,0.6136,0.315,0.1797,0.3694,1.128,76,0.2144,1.025,0.01362,5.647,0.05838,3
1.848,1.09,1.797,0.4839,0.1315,0.7933,-3.989,-2.755,-1.234,0.6067,0.3524,0.9504,237,50.53,44.28,0.4297,0.1862,0.0466,0.4743,0.4944,0.1678,0.3788,1.735,78,0.2144,1.025,0.01362,5.647,0.05838,3
1.711,1.23,1.391,0.4963,0.1407,0.8171,-3.065,-2.193,-0.8725,0.586,0.3624,0.9029,220,46.49,38.72,0.2709,0.2384,0.01429,0.5099,0.3162,0.2016,0.3426,0.7423,70,0.2144,1.025,0.01362,5.647,0.05838,3
1.629,1.09,1.952,0.4504,0.1237,0.7728,-3.668,-2.669,-0.9988,0.6088,0.333,0.9231,222,50.3,42.41,0.3435,0.09765,0.03655,0.344,0.5753,0.1685,0.3626,0.9964,66,0.2144,1.025,0.01362,5.647,0.05838,3
1.939,1.09,1.787,0.4934,0.1338,0.7992,-4.056,-2.75,-1.306,0.6046,0.3573,0.9357,218,51.3,44.15,0.1914,0.3671,0.03632,0.5593,0.4446,0.168,0.3907,1.482,60,0.2144,1.025,0.01362,5.647,0.05838,3
2.451,1.09,1.592,0.5762,0.1546,0.8345,-4.056,-3.062,-0.9943,0.6281,0.4335,0.9175,239,100.7,80.26,0.4389,0.3321,0.05781,0.8369,0.3759,0.1744,0.4624,1.375,107,0.2144,1.025,0.01362,5.647,0.05838,3
2.263,1.22,1.633,0.6024,0.1654,0.8606,-3.764,-2.597,-1.167,0.6007,0.4378,0.8906,246,90.56,78.33,0.4873,0.336,0.006329,0.7376,0.434,0.204,0.4585,1.689,117,0.2144,1.025,0.01362,5.647,0.05838,3
2.013,1.08,1.322,0.4638,0.1274,0.7817,-3.632,-2.688,-0.9439,0.6114,0.3448,0.9152,248,82.57,74.4,0.095,0.2462,0.04572,0.6194,0.2594,0.1653,0.348,1.001,119,0.2144,1.025,0.01362,5.647,0.05838,3
2.429,1.09,1.604,0.5562,0.1476,0.8228,-4.43,-3.174,-1.256,0.6252,0.4117,0.9266,255,85.12,75.28,0.4445,0.3443,0.05804,0.8118,0.3828,0.1667,0.4538,1.381,126,0.2144,1.025,0.01362,5.647,0.05838,3
2.368,1.09,1.599,0.5698,0.1552,0.8419,-3.924,-2.725,-1.199,0.6062,0.4155,0.9206,237,97.31,76.94,0.1496,0.2347,0.04471,0.8026,0.3709,0.1755,0.4497,1.463,107,0.2144,1.025,0.01362,5.647,0.05838,3
1.728,1.22,2.476,0.5957,0.1629,0.8557,-3.849,-2.66,-1.19,0.6032,0.4334,0.9008,255,95.31,76.62,0.2499,0.4126,0.001602,0.4244,0.8538,0.2012,0.4931,1.029,119,0.2144,1.025,0.01362,5.647,0.05838,3
1.808,1.09,2.068,0.5549,0.1506,0.831,-3.917,-2.85,-1.067,0.6158,0.4113,0.8854,255,93.41,76.39,0.28,0.5308,0.06123,0.5207,0.5887,0.1733,0.4276,0.8016,115,0.2144,1.025,0.01362,5.647,0.05838,3
2.396,1.08,1.601,0.5933,0.1577,0.8383,-4.305,-3.193,-1.111,0.6303,0.4445,0.9327,244,91.64,77.99,0.5034,0.3474,0.05037,0.8188,0.3936,0.17,0.4608,1.761,109,0.2144,1.025,0.01362,5.647,0.05838,3
1.681,1.08,1.581,0.4653,0.1296,0.7869,-3.275,-2.525,-0.7497,0.6085,0.3494,0.942,248,91.58,75.69,0.2243,0.3461,0.04089,0.4425,0.3952,0.1687,0.3354,1.154,106,0.2144,1.025,0.01362,5.647,0.05838,3
1.503,1.09,1.867,0.4832,0.1332,0.7982,-3.684,-2.545,-1.139,0.5988,0.3511,0.9309,244,92.51,75.17,0.2598,0.4673,0.037,0.3693,0.5215,0.17,0.3536,1.484,109,0.2144,1.025,0.01362,5.647,0.05838,3
1.613,1.09,2.459,0.5569,0.1481,0.8236,-4.37,-3.154,-1.216,0.6254,0.4132,0.8981,244,87.7,74.55,0.2668,0.2019,0.06068,0.3603,0.8477,0.169,0.459,1.161,117,0.2144,1.025,0.01362,5.647,0.05838,3
1.382,1.09,1.624,0.463,0.127,0.7803,-3.64,-2.72,-0.9204,0.6137,0.3454,0.9556,241,81.49,71.55,0.2622,0.2706,0.0427,0.3261,0.4464,0.1682,0.3136,1.096,129,0.2144,1.025,0.01362,5.647,0.05838,3
1.928,1.09,1.915,0.5505,0.1451,0.8172,-4.574,-3.283,-1.29,0.6288,0.4082,0.903,241,84.78,74.28,0.4927,0.1162,0.06253,0.519,0.579,0.1667,0.4216,1.172,135,0.2144,1.025,0.01362,5.647,0.05838,3
2.137,1.09,1.654,0.5206,0.1245,0.7472,-5.239,-4.815,-0.4248,0.7201,0.435,0.934,242,78.77,71.31,0.5551,0.3861,0.08349,0.6675,0.3974,0.1634,0.4094,1.682,135,0.2144,1.025,0.01362,5.647,0.05838,3
1.83,1.09,1.73,0.4861,0.1317,0.7948,-4.092,-2.74,-1.351,0.6031,0.3507,0.9503,233,74.04,67.82,0.428,0.198,0.04207,0.479,0.467,0.1676,0.3712,1.713,135,0.2144,1.025,0.01362,5.647,0.05838,3
2.474,1.23,1.74,0.6033,0.1649,0.8579,-3.821,-2.696,-1.125,0.6067,0.4419,0.9173,229,79.02,70.66,0.4333,0.2431,0.001074,0.8569,0.4302,0.2046,0.4972,1.784,141,0.2144,1.025,0.01362,5.647,0.05838,3
1.752,1.08,1.601,0.466,0.1282,0.7835,-3.548,-2.674,-0.874,0.6128,0.3483,0.947,255,80.37,71.49,0.1977,0.3425,0.0467,0.4765,0.39,0.166,0.3442,1.167,136,0.2144,1.025,0.01362,5.647,0.05838,3
1.685,1.09,1.775,0.4863,0.1335,0.7985,-3.761,-2.612,-1.149,0.6019,0.3542,0.9301,255,79.26,71.23,0.2136,0.4026,0.0295,0.4433,0.4703,0.1707,0.3614,1.435,139,0.2144,1.025,0.01362,5.647,0.05838,3
2.478,1.12,1.605,0.5497,0.1514,0.8349,-3.603,-2.631,-0.972,0.6076,0.4066,0.8944,255,80.38,71.77,0.3855,0.3352,0.07116,0.8319,0.3674,0.1814,0.4602,1.422,143,0.2144,1.025,0.01362,5.647,0.05838,3
2.207,1.22,1.62,0.6125,0.1647,0.8556,-4.232,-2.886,-1.346,0.6099,0.445,0.8793,228,77.32,68.91,0.5018,0.3326,0.01579,0.7139,0.4464,0.2008,0.4537,1.675,135,0.2144,1.025,0.01362,5.647,0.05838,3
1.827,1.1,1.737,0.4727,0.1314,0.7942,-3.482,-2.437,-1.045,0.5954,0.3443,0.9083,252,78.02,70.67,0.2022,0.3425,0.033,0.4972,0.4319,0.1742,0.3678,1.234,141,0.2144,1.025,0.01362,5.647,0.05838,3
1.782,1.22,1.758,0.492,0.1387,0.8124,-3.183,-2.254,-0.9293,0.5881,0.3585,0.9284,240,78.27,69.61,0.19,0.3612,0.02131,0.4827,0.4584,0.1971,0.3794,1.425,142,0.2144,1.025,0.01362,5.647,0.05838,3
2.116,1.21,1.735,0.5821,0.1612,0.8569,-3.645,-2.409,-1.236,0.5894,0.417,0.9363,255,52.7,51.12,0.5165,0.3331,0.01644,0.628,0.5017,0.1985,0.4427,1.317,99,0.2144,1.025,0.01362,5.647,0.05838,3
1.356,1.22,1.762,0.4921,0.1404,0.8168,-2.931,-2.117,-0.8136,0.5828,0.3598,0.9169,255,53.59,51.18,0.2262,0.2829,0.02243,0.3086,0.518,0.2015,0.3427,1.249,107,0.2144,1.025,0.01362,5.647,0.05838,3
2.383,1.21,1.694,0.5983,0.1637,0.8585,-3.885,-2.595,-1.29,0.5975,0.4307,0.9104,231,51.08,44.64,0.4599,0.3214,0.008269,0.8042,0.4301,0.1984,0.4776,1.379,100,0.2144,1.025,0.01362,5.647,0.05838,3
2.519,1.3,1.756,0.6309,0.1715,0.8665,-3.952,-2.77,-1.182,0.6088,0.4617,0.8811,248,54.01,52.22,0.3568,0.261,0.04318,0.9025,0.4314,0.2236,0.5192,1.73,100,0.2144,1.025,0.01362,5.647,0.05838,3
1.735,0.96,1.623,0.4682,0.1256,0.7767,-4.178,-3.021,-1.156,0.6213,0.3471,0.9867,223,50.69,48.05,0.1906,0.3446,0.008468,0.4759,0.3987,0.141,0.3385,1.157,104,0.2144,1.025,0.01362,5.647,0.05838,3
1.859,1.21,1.72,0.5011,0.1425,0.8219,-3.016,-2.136,-0.8808,0.5823,0.3644,0.9398,227,51.54,44.76,0.1383,0.332,0.02374,0.5313,0.4274,0.1988,0.3858,1.431,97,0.2144,1.025,0.01362,5.647,0.05838,3
1.732,1.22,2.273,0.6094,0.1655,0.8573,-3.956,-2.794,-1.162,0.6105,0.4471,0.9242,219,50.56,43.17,0.2892,0.0573,0.005138,0.4389,0.773,0.2022,0.4714,1.224,97,0.2144,1.025,0.01362,5.647,0.05838,3
2.503,1.1,1.455,0.5315,0.1265,0.7508,-5.542,-4.997,-0.5447,0.7199,0.4411,0.9198,255,52.21,49.37,0.1182,0.2635,0.0904,0.8829,0.2845,0.1635,0.4436,1.446,99,0.2144,1.025,0.01362,5.647,0.05838,3
1.724,1.09,2.233,0.5553,0.1479,0.8232,-4.316,-3.137,-1.179,0.6258,0.4129,0.8958,223,52.22,48.55,0.335,0.02243,0.05937,0.419,0.729,0.1694,0.4391,1.652,101,0.2144,1.025,0.01362,5.647,0.05838,3
1.451,1.21,1.753,0.5003,0.1392,0.8132,-3.506,-2.39,-1.115,0.5912,0.3615,0.9572,255,51.09,48.6,0.2611,0.3787,0.01686,0.3541,0.5057,0.1941,0.3513,1.105,104,0.2144,1.025,0.01362,5.647,0.05838,3
1.717,1.09,1.602,0.4811,0.1326,0.7928,-3.405,-2.683,-0.7212,0.6181,0.3649,0.919,227,51.07,48.46,0.1734,0.327,0.04092,0.4773,0.3898,0.1725,0.3466,1.32,104,0.2144,1.025,0.01362,5.647,0.05838,3
2.036,1.22,1.852,0.6044,0.1659,0.8621,-3.787,-2.57,-1.216,0.5981,0.437,0.9074,223,51.64,48.1,0.4954,0.2495,0.002897,0.598,0.5588,0.203,0.4532,1.658,107,0.2144,1.025,0.01362,5.647,0.05838,3
1.942,1.22,1.717,0.492,0.1402,0.8161,-2.959,-2.137,-0.8217,0.5838,0.3598,0.9258,255,51.06,47.34,0.1085,0.3208,0.02149,0.5691,0.4065,0.2004,0.392,1.206,107,0.2144,1.025,0.01362,5.647,0.05838,3
2.27,1.22,1.665,0.5809,0.1623,0.8598,-3.437,-2.315,-1.122,0.587,0.4179,0.919,255,54.14,51.53,0.5091,0.3627,0.01585,0.7157,0.446,0.2038,0.4552,1.349,110,0.2144,1.025,0.01362,5.647,0.05838,3
2.172,1.12,1.739,0.5505,0.149,0.828,-3.967,-2.879,-1.089,0.6166,0.4078,0.8977,255,53,50.17,0.01238,0.4128,0.06893,0.7052,0.417,0.1777,0.4333,1.189,102,0.2144,1.025,0.01362,5.647,0.05838,3
1.361,1.1,1.716,0.4071,0.1014,0.6972,-4.007,-3.891,-0.1156,0.703,0.3433,0.9685,255,53.12,49.11,0.2528,0.3379,0.07362,0.2989,0.444,0.1646,0.3025,1.27,107,0.2144,1.025,0.01362,5.647,0.05838,3
1.602,1.09,2.419,0.5614,0.1517,0.8316,-3.946,-2.933,-1.013,0.6215,0.4194,0.9284,227,49.88,46.18,0.3401,0.4727,0.05179,0.3863,0.802,0.1735,0.4539,2.033,104,0.2144,1.025,0.01362,5.647,0.05838,3
1.649,1.1,1.58,0.4756,0.1316,0.7916,-3.416,-2.611,-0.8048,0.6116,0.3568,0.9189,219,50.31,43.42,0.2416,0.3543,0.04307,0.4375,0.3997,0.1741,0.3371,1.152,98,0.2144,1.025,0.01362,5.647,0.05838,3
1.747,1.07,1.6,0.4645,0.1284,0.7841,-3.462,-2.613,-0.8484,0.6104,0.3471,0.9529,242,50.71,47.57,0.2025,0.3475,0.04419,0.4724,0.3916,0.1636,0.3425,1.329,101,0.2144,1.025,0.01362,5.647,0.05838,3
2.509,1.1,1.724,0.5887,0.1587,0.8458,-4.143,-2.885,-1.258,0.6122,0.4304,0.9041,255,52.07,48.3,0.3625,0.2091,0.05875,0.8788,0.4073,0.1755,0.4872,1.394,108,0.2144,1.025,0.01362,5.647,0.05838,3
2.46,1.22,1.704,0.5804,0.162,0.8587,-3.44,-2.348,-1.092,0.5895,0.4192,0.9075,233,49.33,44.63,0.4152,0.3143,0.01274,0.8235,0.4224,0.2045,0.4835,1.731,106,0.2144,1.025,0.01362,5.647,0.05838,3
2.42,1.12,1.626,0.5436,0.1483,0.8278,-3.803,-2.762,-1.041,0.6123,0.4022,0.8968,255,53.12,49.53,0.4796,0.3455,0.06183,0.7852,0.3923,0.179,0.4522,1.753,107,0.2144,1.025,0.01362,5.647,0.05838,3
1.803,1.21,1.274,0.4945,0.1402,0.8166,-3.106,-2.162,-0.9447,0.5824,0.3582,0.9398,255,52.23,49.93,0.2208,0.2116,0.0252,0.5422,0.2839,0.1969,0.341,0.803,99,0.2144,1.025,0.01362,5.647,0.05838,3
1.966,1.09,1.067,0.3971,0.0994,0.692,-4.16,-3.936,-0.2236,0.6988,0.3313,0.9719,255,53.17,51.34,0.1796,0.16,0.0807,0.5873,0.1635,0.1624,0.3044,0.886,109,0.2144,1.025,0.01362,5.647,0.05838,3
1.583,1.1,1.618,0.4713,0.1301,0.7882,-3.468,-2.63,-0.8374,0.6116,0.3528,0.9276,243,51.52,49.91,0.3476,0.2442,0.0515,0.4038,0.423,0.1723,0.333,1.551,108,0.2144,1.025,0.01362,5.647,0.05838,3
1.706,1.09,1.792,0.486,0.1336,0.7954,-3.505,-2.71,-0.7947,0.6171,0.3665,0.8965,255,53.22,50.56,0.2899,0.1784,0.04401,0.4184,0.5045,0.1725,0.3651,0.9124,100,0.2144,1.025,0.01362,5.647,0.05838,3
1.623,1.09,1.48,0.3947,0.09853,0.6892,-4.185,-3.968,-0.2167,0.7005,0.3298,0.9722,234,54.19,51.41,0.2046,0.3701,0.07167,0.4273,0.3061,0.1624,0.2986,1.265,100,0.2144,1.025,0.01362,5.647,0.05838,3
1.914,1.21,1.526,0.4947,0.1394,0.8158,-3.278,-2.16,-1.118,0.5784,0.353,0.9449,255,52.44,49.49,0.09357,0.2576,0.02069,0.5903,0.3305,0.1955,0.3721,1.465,100,0.2144,1.025,0.01362,5.647,0.05838,3
2.527,1.23,1.763,0.5996,0.164,0.8577,-3.85,-2.648,-1.203,0.6023,0.4356,0.9022,255,52.25,50.68,0.3513,0.2037,0.001793,0.8877,0.4254,0.2037,0.5056,1.751,107,0.2144,1.025,0.01362,5.647,0.05838,3
1.625,1.09,1.953,0.4543,0.1238,0.7727,-3.811,-2.788,-1.023,0.6141,0.337,0.9289,209,47.27,40.49,0.3306,0.0976,0.04694,0.3425,0.5795,0.1692,0.3637,1.002,101,0.2144,1.025,0.01362,5.647,0.05838,3
1.734,1.1,2.395,0.5885,0.1576,0.8413,-4.215,-3.033,-1.182,0.621,0.4355,0.9019,219,47.93,40.45,0.2568,0.04031,0.06067,0.424,0.8184,0.1758,0.4727,1.672,107,0.2144,1.025,0.01362,5.647,0.05838,3
1.383,1.1,1.631,0.4533,0.1222,0.7678,-4.024,-2.962,-1.062,0.6213,0.3377,0.9184,242,51.11,47.67,0.2768,0.244,0.0397,0.3164,0.4484,0.1705,0.3117,1.125,105,0.2144,1.025,0.01362,5.647,0.05838,3
1.972,1.31,1.796,0.52,0.1463,0.8304,-3.292,-2.212,-1.08,0.5822,0.3732,0.8869,255,52.39,50.72,0.18,0.3468,0.02461,0.5749,0.4597,0.221,0.4186,1.483,106,0.2144,1.025,0.01362,5.647,0.05838,3
1.747,1.22,2.413,0.6103,0.1655,0.8569,-3.994,-2.819,-1.174,0.6114,0.4478,0.8908,242,51.77,48.07,0.2292,0.05426,0.01009,0.4385,0.833,0.2024,0.4913,1.32,99,0.2144,1.025,0.01362,5.647,0.05838,3
2.535,1.1,1.269,0.5216,0.1251,0.7489,-5.196,-4.771,-0.4253,0.7187,0.4354,0.9337,248,50.96,48.18,0.3152,0.2027,0.08727,0.9092,0.2178,0.1654,0.4308,1.641,100,0.2144,1.025,0.01362,5.647,0.05838,3
1.582,1.08,2.441,0.5473,0.1482,0.8259,-3.94,-2.894,-1.046,0.6186,0.4071,0.9249,209,46.71,38.96,0.3272,0.3946,0.05667,0.3579,0.8235,0.1682,0.4499,1.964,106,0.2144,1.025,0.01362,5.647,0.05838,3
2.446,1.07,1.607,0.5539,0.1502,0.8307,-3.946,-2.844,-1.102,0.6145,0.4092,0.8978,248,55.07,51.82,0.454,0.337,0.05538,0.8176,0.3777,0.1679,0.4544,1.376,103,0.2144,1.025,0.01362,5.647,0.05838,3
2.333,1.21,1.705,0.578,0.1608,0.8569,-3.539,-2.353,-1.186,0.5876,0.4144,0.9234,243,53.38,51.15,0.4512,0.3671,0.01953,0.7531,0.4431,0.1997,0.4653,1.689,107,0.2144,1.025,0.01362,5.647,0.05838,3
1.892,1.09,1.642,0.4635,0.1279,0.7835,-3.538,-2.611,-0.9272,0.6079,0.3439,0.8986,220,52.12,47.5,0.15,0.3358,0.05153,0.5477,0.3704,0.1673,0.3618,1.198,99,0.2144,1.025,0.01362,5.647,0.05838,3
1.889,1.08,1.597,0.4694,0.1288,0.7862,-3.702,-2.663,-1.039,0.6074,0.3457,0.9467,255,53.45,50.67,0.1317,0.3571,0.04351,0.5451,0.3663,0.1649,0.3587,1.413,108,0.2144,1.025,0.01362,5.647,0.05838,3
1.635,1.22,2.21,0.6039,0.1647,0.8579,-3.897,-2.703,-1.194,0.6052,0.4401,0.9209,255,51.45,49.52,0.3241,0.5119,0.008131,0.4625,0.6936,0.2016,0.4526,1.979,100,0.2144,1.025,0.01362,5.647,0.05838,3
1.774,1.09,1.611,0.4743,0.1308,0.7888,-3.43,-2.672,-0.7578,0.6163,0.3583,0.8838,219,49.96,44.68,0.1982,0.3397,0.05079,0.491,0.3898,0.1709,0.3506,1.181,97,0.2144,1.025,0.01362,5.647,0.05838,3
1.892,1.21,1.811,0.501,0.1402,0.8167,-3.413,-2.274,-1.139,0.5843,0.3591,0.9295,255,51.82,49.84,0.2123,0.3964,0.01678,0.5288,0.4712,0.1945,0.3982,1.494,101,0.2144,1.025,0.01362,5.647,0.05838,3
2.205,1.21,1.628,0.6107,0.1654,0.8568,-4.022,-2.826,-1.196,0.6111,0.4475,0.8891,255,51.52,49.62,0.5088,0.3277,0.006122,0.7104,0.4483,0.2001,0.4529,1.287,99,0.2144,1.025,0.01362,5.647,0.05838,3
2.474,1.09,1.952,0.5782,0.1556,0.8422,-4.255,-2.836,-1.418,0.6059,0.4169,0.9379,255,52.39,50.23,0.4166,0.4458,0.04914,0.8396,0.4949,0.1701,0.5015,1.736,99,0.2144,1.025,0.01362,5.647,0.05838,3
1.57,1.1,1.909,0.4699,0.1292,0.7856,-3.572,-2.693,-0.8789,0.6136,0.3514,0.9217,246,51.45,48.93,0.3366,0.1175,0.049,0.3381,0.5706,0.1712,0.36,1.552,99,0.2144,1.025,0.01362,5.647,0.05838,3
1.645,1.22,2.159,0.5974,0.1653,0.8632,-3.635,-2.44,-1.195,0.5919,0.4299,0.8879,255,52.64,50.52,0.3137,0.5141,0.001793,0.4685,0.6625,0.2043,0.4451,1.957,107,0.2144,1.025,0.01362,5.647,0.05838,3
1.988,1.08,1.634,0.4817,0.1323,0.7961,-3.758,-2.588,-1.17,0.6001,0.3498,0.9112,223,51.49,48.58,0.02858,0.2987,0.03727,0.6091,0.3538,0.168,0.377,1.147,105,0.2144,1.025,0.01362,5.647,0.05838,3
1.392,1.08,1.929,0.4575,0.1251,0.7772,-3.79,-2.696,-1.094,0.6075,0.336,0.961,255,52.44,48.44,0.2183,0.08616,0.03604,0.277,0.5857,0.1636,0.3421,1.154,108,0.2144,1.025,0.01362,5.647,0.05838,3
1.808,1.1,1.587,0.464,0.1296,0.7871,-3.193,-2.483,-0.7102,0.6074,0.3491,0.9053,255,53.96,52.15,0.1227,0.3348,0.05129,0.5099,0.3633,0.1739,0.349,1.372,99,0.2144,1.025,0.01362,5.647,0.05838,3
2.378,1.22,1.707,0.6284,0.1707,0.8646,-3.944,-2.799,-1.145,0.6112,0.4617,0.8865,219,50.39,42.96,0.451,0.2984,0.003454,0.8212,0.4395,0.2057,0.4888,1.368,100,0.2144,1.025,0.01362,5.647,0.05838,3
1.916,1.09,2.052,0.5738,0.1542,0.8398,-4.292,-2.85,-1.442,0.6059,0.4133,0.9229,227,50.83,47.71,0.414,0.5218,0.04885,0.5553,0.6041,0.1701,0.4432,0.7417,103,0.2144,1.025,0.01362,5.647,0.05838,3
2.476,1.1,1.405,0.5093,0.1241,0.7501,-4.895,-4.494,-0.401,0.7106,0.4233,0.9564,255,54.47,51.42,0.4205,0.2893,0.07592,0.8598,0.2602,0.1653,0.4284,1.709,109,0.2144,1.025,0.01362,5.647,0.05838,3
1.208,1.08,1.885,0.4699,0.1309,0.7911,-3.328,-2.491,-0.8373,0.604,0.3494,0.9565,255,51.6,49.18,0.1802,0.1673,0.0372,0.2483,0.568,0.1685,0.3283,1.103,109,0.2144,1.025,0.01362,5.647,0.05838,3
1.914,1.11,1.572,0.4712,0.1292,0.7854,-3.617,-2.733,-0.8843,0.6155,0.3529,0.9205,220,52.62,50.16,0.1095,0.3352,0.0546,0.5755,0.3369,0.1728,0.3617,1.406,103,0.2144,1.025,0.01362,5.647,0.05838,3
2.423,1.22,1.655,0.6312,0.17,0.8616,-4.123,-2.927,-1.196,0.6158,0.4646,0.8916,255,54.15,51,0.0647,0.2165,0.002612,0.851,0.4174,0.2043,0.4909,1.551,107,0.2144,1.025,0.01362,5.647,0.05838,3
1.804,1.22,1.736,0.5047,0.1431,0.8228,-3.075,-2.179,-0.896,0.5845,0.3674,0.9222,255,51.34,49.03,0.1627,0.3346,0.01594,0.5062,0.4439,0.2011,0.3837,1.191,107,0.2144,1.025,0.01362,5.647,0.05838,3
1.798,1.21,1.746,0.4879,0.1387,0.8138,-3.069,-2.101,-0.968,0.5782,0.3514,0.9314,238,51.5,48.02,0.1941,0.3424,0.02348,0.4853,0.4527,0.1954,0.3778,1.405,101,0.2144,1.025,0.01362,5.647,0.05838,3
1.762,1.22,2.324,0.6021,0.1649,0.8593,-3.819,-2.634,-1.185,0.6021,0.4378,0.9022,227,52.56,50.93,0.306,0.0009354,0.005092,0.4479,0.784,0.2031,0.4783,1.297,93,0.2144,1.025,0.01362,5.647,0.05838,3
1.607,1.09,1.548,0.4752,0.1314,0.7906,-3.37,-2.629,-0.7411,0.6145,0.3589,0.9178,229,52.5,45.96,0.3519,0.2141,0.0402,0.4237,0.3919,0.1734,0.3297,0.7192,74,0.2144,1.025,0.01362,5.647,0.05838,3
2.402,1.09,1.459,0.5053,0.1224,0.7448,-4.813,-4.505,-0.3076,0.7158,0.424,0.9607,218,46.21,39.54,0.4704,0.3572,0.08349,0.8129,0.2858,0.1639,0.4209,1.309,56,0.2144,1.025,0.01362,5.647,0.05838,3
1.841,1.1,2.293,0.5993,0.1604,0.8444,-4.172,-3.073,-1.099,0.6253,0.4472,0.9014,255,55.49,53.75,0.3157,0.0475,0.06408,0.4796,0.7636,0.1776,0.4736,1.654,79,0.2144,1.025,0.01362,5.647,0.05838,3
1.584,1.12,1.964,0.4767,0.1316,0.7922,-3.5,-2.618,-0.8815,0.6096,0.3552,0.9143,219,55.84,52.09,0.3299,0.08693,0.05208,0.3392,0.5945,0.1782,0.3706,1.55,98,0.2144,1.025,0.01362,5.647,0.05838,3
1.713,1.22,2.357,0.602,0.1657,0.8615,-3.705,-2.566,-1.139,0.5998,0.4378,0.9059,230,49.61,43.39,0.3429,0.4547,0.0115,0.4351,0.7937,0.2044,0.4777,0.8872,103,0.2144,1.025,0.01362,5.647,0.05838,3
1.576,1.09,1.462,0.4637,0.1288,0.785,-3.349,-2.554,-0.7946,0.6088,0.3472,0.9079,223,53.6,49.76,0.3019,0.2625,0.0542,0.4223,0.3545,0.171,0.3159,0.6751,101,0.2144,1.025,0.01362,5.647,0.05838,3
2.536,1.1,1.64,0.5996,0.1604,0.8452,-4.231,-3.059,-1.171,0.6226,0.4446,0.9,223,49.82,46.31,0.2464,0.1849,0.06557,0.9051,0.3788,0.1769,0.4869,1.433,107,0.2144,1.025,0.01362,5.647,0.05838,3
