 Length, Height, Width, Eigenentropy, Anisotropy, Surface Variation, Verticality, Class
0.8832,1.8,0.4587,0.4512,-26.71,0.8491,0.002119,3
0.7853,1.67,0.4596,0.4434,-29.78,0.8515,0.005347,3
0.6278,1.67,0.461,0.451,-24.79,0.8623,3.36E-05,3
0.6652,1.67,0.412,0.4168,-29.07,0.8408,0.004581,3
0.6773,1.63,0.5192,0.3855,-17.87,0.7807,0.004504,3
0.8076,1.63,0.448,0.4149,-19.7,0.8316,0.001649,3
0.7146,1.63,0.4217,0.3935,-15.25,0.8035,0.002727,3
0.6672,1.68,0.6343,0.3994,-12.31,0.8115,0.006659,3
0.5331,1.69,0.5862,0.3694,-21.37,0.8142,0.002612,3
0.5723,1.54,0.5195,0.3379,-11.78,0.7707,0.0004668,3
0.6284,1.49,0.5786,0.344,-12.3,0.757,0.001088,3
0.6627,1.1,0.6198,0.3252,-7.651,0.6844,0.001435,3
0.7389,0.89,0.557,0.3067,-5.715,0.6419,0.01281,3
0.8182,0.88,0.4812,0.3173,-4.201,0.5895,0.01572,3
0.7242,1.55,0.4441,0.347,-9.774,0.692,0.03223,3
0.7924,1.58,0.5108,0.3982,-12.9,0.7572,0.0171,3
0.7011,1.79,0.4067,0.4429,-25.04,0.8645,0.000681,3
0.8021,1.51,0.5552,0.4244,-14.17,0.799,0.004658,3
0.6069,1.39,0.5344,0.3725,-39.55,0.8874,0.008554,3
0.799,1.38,0.3329,0.3683,-44.64,0.8604,0.003308,3
0.7583,1.37,0.4483,0.3721,-35.59,0.837,0.004714,3
0.8217,1.35,0.3982,0.3649,-23.62,0.7778,0.009585,3
0.7778,1.32,0.406,0.3502,-13.19,0.7304,0.007838,3
0.7877,1.25,0.4386,0.3429,-10.76,0.7218,0.004857,3
0.8033,1.28,0.4044,0.3456,-11.02,0.7351,0.004624,3
0.6964,1.26,0.4192,0.326,-10.21,0.7241,0.007746,3
1.055,1.74,0.8793,0.5291,-27.65,0.8735,0.2528,3
0.878,1.72,0.9178,0.5116,-31.88,0.8718,0.2152,3
0.8479,1.71,0.7842,0.4993,-37.43,0.8661,0.1836,3
0.9159,1.71,0.5967,0.4905,-43.71,0.8637,0.1548,3
0.9576,1.74,0.3999,0.4872,-46.34,0.859,0.1214,3
0.917,1.71,0.3825,0.4887,-45.63,0.8455,0.0849,3
1.052,1.68,0.4611,0.4647,-26.21,0.8264,0.02732,3
0.8134,1.75,0.7013,0.4442,-23.3,0.8708,0.006547,3
0.7239,1.76,0.7294,0.4802,-17.03,0.8568,0.005526,3
1.089,1.78,1.612,0.7121,-26.1,0.6251,0.1624,3
0.7971,1.77,1.765,0.7168,-24.89,0.5689,0.1481,3
1.458,1.74,1.597,0.7262,-23.5,0.5213,0.05816,3
0.9255,1.77,0.9643,0.5971,-24.29,0.7805,0.02941,3
0.8428,1.81,0.7828,0.5319,-29.66,0.851,0.03912,3
1.025,1.78,0.6151,0.5547,-42.58,0.8184,0.01177,3
1.083,1.76,0.4845,0.5707,-33.29,0.7978,0.007678,3
1.007,1.78,0.6707,0.5715,-30.92,0.7862,0.01779,3
1.192,1.8,0.7676,0.5899,-31.93,0.7951,0.02566,3
0.9975,1.81,0.966,0.6183,-25.55,0.7809,0.02979,3
1.214,1.78,0.9652,0.6637,-16.55,0.7317,0.03552,3
0.6757,1.77,0.8466,0.5135,-21.09,0.8902,0.008383,3
0.69,1.8,0.6762,0.4903,-22.8,0.9068,0.009709,3
0.6512,1.8,0.5586,0.4084,-23.47,0.887,0.003147,3
0.705,1.8,0.526,0.3598,-13.13,0.8236,0.005275,3
0.6398,1.55,0.6037,0.3126,-8.165,0.7566,0.009465,3
0.7687,1.23,0.483,0.2877,-8.679,0.7,0.01909,3
0.6233,1.42,0.5414,0.307,-11.15,0.721,0.007926,3
0.6104,1.19,0.598,0.3188,-13.99,0.7816,0.01297,3
0.5555,1.27,0.5706,0.3369,-14.79,0.8224,0.00558,3
0.6166,1.56,0.5638,0.3594,-14.76,0.8456,0.00146,3
0.6159,1.78,0.5573,0.3947,-22.04,0.8802,0.002373,3
0.5677,1.83,0.5582,0.4352,-32.8,0.9084,0.004147,3
0.5758,1.81,0.5996,0.4644,-35.28,0.9127,0.008826,3
0.6288,1.8,0.7189,0.4828,-28.93,0.8953,0.009698,3
0.8436,1.79,0.6895,0.4918,-25.68,0.8884,0.007833,3
0.8964,1.81,0.675,0.4843,-25.86,0.9101,0.007844,3
0.6441,1.82,0.668,0.4721,-22.71,0.9152,0.007729,3
0.7241,1.81,0.734,0.4931,-20.95,0.8955,0.01268,3
0.9169,1.81,0.6355,0.4989,-21.99,0.8879,0.01947,3
0.9164,1.8,0.5843,0.4859,-21.68,0.8991,0.01947,3
0.7201,1.81,0.6856,0.4358,-27.5,0.9042,0.006678,3
0.6445,1.75,0.7192,0.4497,-23.57,0.8841,0.01031,3
0.8101,1.73,0.7665,0.4796,-20.62,0.8683,0.01202,3
0.7727,1.75,0.727,0.477,-20.06,0.8689,0.01102,3
0.7345,1.78,0.6621,0.4346,-24.69,0.891,0.003464,3
0.5799,1.74,0.6049,0.449,-20.23,0.8985,0.007315,3
0.6822,2.04,0.7286,0.4679,-16.96,0.8815,0.01216,3
0.7216,1.69,0.6405,0.4637,-18.84,0.8845,0.02161,3
0.6491,1.69,0.7992,0.4638,-32.08,0.9071,0.02902,3
0.4711,1.95,0.8161,0.3556,-13.98,0.8346,0.007259,3
0.556,1.63,0.5433,0.2922,-6.961,0.7854,0.006668,3
0.669,1.62,0.5073,0.2669,-5.206,0.7445,0.02383,3
0.7266,1.59,0.512,0.2414,-5.962,0.7075,0.05517,3
0.5181,0.86,0.6211,0.2441,-8.474,0.6967,0.07166,3
0.5634,0.87,0.4908,0.2452,-9.337,0.714,0.07251,3
0.5874,1.53,0.5236,0.3191,-15.86,0.7963,0.00679,3
0.5411,1.48,0.4908,0.3649,-19.07,0.8546,0.0007467,3
0.5583,1.52,0.6648,0.3912,-17.95,0.8774,0.001853,3
0.5355,1.61,0.5935,0.4064,-21.82,0.8844,0.004888,3
1.254,1.94,0.7191,0.4418,-18.69,0.8639,0.0134,3
1.352,1.95,1.078,0.6212,-17.26,0.6533,0.1465,3
1.338,1.89,0.838,0.6045,-47.23,0.6377,0.1611,3
0.4504,1.93,1.125,0.6209,-11.2,0.6034,0.5794,3
0.2989,1.5,0.5559,0.3596,-42.32,0.9328,0.00165,3
1.381,2.04,0.5572,0.577,-18.17,0.5792,0.05131,3
0.9407,1.85,1.216,0.6088,-9.701,0.6107,0.08594,3
0.443,1.51,0.6843,0.4267,-15.08,0.8577,0.003501,3
0.5276,2.61,0.5775,0.4946,-39.53,0.9262,0.0006029,3
0.468,2.5,0.6012,0.4752,-47.58,0.9169,0.00292,3
1.201,2.62,0.9119,0.5269,-29.2,0.8971,0.001136,3
0.5291,2.6,0.6893,0.4762,-52.85,0.9192,0.0004846,3
0.5079,2.6,0.7198,0.4722,-52.64,0.9151,0.0006134,3
0.5478,2.6,0.8175,0.4591,-47.8,0.8943,0.002327,3
0.5807,2.54,1.012,0.4703,-44.37,0.8611,0.00332,3
0.542,1.61,0.6627,0.4584,-46.71,0.8787,0.003876,3
1.282,2.7,1.665,0.577,-24.81,0.8304,0.02059,3
0.4868,1.61,0.7821,0.475,-23.06,0.8543,0.00311,3
0.4295,1.63,0.6169,0.458,-23.75,0.8512,0.001361,3
0.4665,1.63,0.6604,0.478,-23.12,0.874,0.001337,3
0.4747,1.63,0.6749,0.4579,-20.65,0.8718,0.001274,3
0.4734,1.63,0.6612,0.4628,-27.83,0.8767,0.002236,3
0.5631,1.63,0.7274,0.4752,-27.31,0.8622,0.00308,3
0.5336,1.52,0.6172,0.4616,-27.2,0.8489,0.004807,3
0.5859,1.64,0.6376,0.4712,-26.94,0.8559,0.008495,3
0.5725,1.64,0.5255,0.4549,-36.65,0.8843,0.005239,3
0.6321,1.64,0.6492,0.4677,-21.67,0.8747,0.004702,3
0.5683,1.64,1.225,0.4921,-26.45,0.8362,0.01176,3
0.5851,1.54,1.08,0.4923,-25.87,0.8306,0.00919,3
0.5674,1.55,1.049,0.4913,-26.31,0.8314,0.004861,3
0.6814,1.67,0.8895,0.4853,-25.95,0.8542,0.003214,3
0.6287,1.67,0.7351,0.4489,-27.11,0.8894,0.001588,3
0.6634,1.67,0.6905,0.4463,-30.87,0.8858,0.003404,3
0.5558,1.59,0.5578,0.4529,-30.91,0.8637,0.002598,3
0.6621,1.6,0.5767,0.4768,-36.46,0.8425,0.007186,3
0.7871,1.6,0.5331,0.4567,-41.25,0.8545,0.01217,3
0.9335,1.6,0.7288,0.4763,-17.37,0.8644,0.01839,3
1.07,1.6,0.7274,0.4913,-11.05,0.8424,0.01904,3
0.8405,1.6,0.7101,0.4903,-27.8,0.8287,0.008854,3
0.958,1.6,0.7747,0.5115,-20.47,0.7894,0.009026,3
1.145,1.6,0.6321,0.4814,-17.8,0.8211,0.007652,3
0.6868,1.59,0.6164,0.461,-14.7,0.8674,0.001192,3
0.6137,1.61,0.5144,0.4434,-18.38,0.8737,0.00339,3
0.6082,1.6,0.7581,0.4844,-14,0.8369,0.0008276,3
0.6692,1.52,0.7948,0.5069,-14.75,0.8063,0.005173,3
0.6728,1.53,0.8134,0.488,-12.87,0.8249,0.002544,3
0.6185,1.62,0.6528,0.467,-16.83,0.8714,0.002666,3
0.6404,1.62,0.6956,0.4545,-23.54,0.8758,0.004725,3
0.7037,1.53,0.8422,0.4856,-18.45,0.848,0.006948,3
0.6274,1.54,0.7802,0.4848,-23.17,0.8197,0.003615,3
0.664,1.53,0.7805,0.4652,-22.09,0.8344,0.003404,3
0.6013,1.65,0.7034,0.4675,-17.4,0.8692,0.003457,3
0.5399,1.63,0.7076,0.4552,-20.79,0.875,0.003424,3
0.5373,1.54,0.6477,0.4659,-16.94,0.8378,0.002999,3
0.6171,1.55,0.6883,0.497,-19.58,0.8219,0.003062,3
0.6397,1.55,0.7356,0.4814,-18.52,0.8307,0.00557,3
0.6729,1.58,0.6238,0.4565,-22.45,0.8693,0.004418,3
0.5993,1.55,0.7044,0.442,-26.04,0.8773,0.001933,3
0.5067,1.56,0.7448,0.4673,-25.66,0.8654,0.005175,3
0.6627,1.56,0.7465,0.4855,-23.1,0.835,0.001966,3
0.5944,1.55,0.7749,0.4688,-24.54,0.8436,0.001062,3
0.5708,1.55,0.6795,0.4523,-23.12,0.8778,0.0005457,3
0.5859,1.56,0.6281,0.432,-18.58,0.8753,0.0008556,3
0.5681,1.56,0.6128,0.4506,-16.34,0.857,0.0008988,3
0.5797,1.56,0.7086,0.4799,-16.53,0.8261,0.002332,3
0.6041,1.57,0.7418,0.4807,-13.14,0.8172,0.001128,3
0.6674,1.57,0.5393,0.454,-17.34,0.8567,0.002253,3
0.6867,1.57,0.6497,0.4394,-15.47,0.8535,0.001988,3
0.5968,1.57,0.7525,0.4538,-14.83,0.847,0.004159,3
0.6198,1.54,0.8294,0.4819,-19.08,0.8142,0.02205,3
0.6294,1.53,0.7938,0.4725,-22.11,0.8233,0.005912,3
0.6111,1.52,0.7404,0.4399,-20.3,0.8518,0.004183,3
0.7958,1.53,0.5376,0.4394,-19.25,0.8711,0.005177,3
0.5935,1.53,0.563,0.4471,-25.24,0.8723,0.003155,3
0.5477,1.54,0.7272,0.4797,-21.82,0.8439,0.004624,3
0.556,1.55,0.7237,0.4881,-20.1,0.8292,0.005745,3
0.5637,1.54,0.6477,0.4685,-25.33,0.8631,0.006454,3
0.6496,1.54,0.566,0.4508,-27.32,0.8865,0.004961,3
0.6431,1.55,0.6287,0.4436,-28.66,0.8737,0.002181,3
0.7148,1.55,0.7342,0.4699,-22.95,0.8518,0.001965,3
0.666,1.55,0.7353,0.4801,-22.91,0.8354,0.001209,3
0.7207,1.54,0.8532,0.4979,-17.61,0.8318,0.0009531,3
0.6923,1.54,0.5204,0.4419,-18.45,0.87,0.0009792,3
0.5912,1.54,0.5601,0.4405,-17.54,0.8654,0.001191,3
0.7509,1.55,0.6518,0.491,-10.46,0.8197,0.003083,3
0.5719,1.55,0.7973,0.4874,-13.39,0.8028,0.00307,3
0.5824,1.49,0.719,0.4659,-11.97,0.8066,0.007348,3
0.6213,1.55,0.7232,0.4478,-13.64,0.8517,0.003469,3
0.6803,1.56,0.5516,0.4282,-16.91,0.8516,0.001578,3
0.7543,1.57,0.6436,0.4657,-13.49,0.8334,0.006984,3
0.6607,1.53,0.7945,0.4773,-21.86,0.8268,0.01074,3
0.6513,1.52,0.6135,0.4506,-19.73,0.8224,0.005013,3
0.6789,1.56,0.5755,0.4344,-16.39,0.8536,0.001903,3
0.7254,1.57,0.5789,0.4392,-16,0.8588,0.001498,3
0.6121,1.54,0.6001,0.4454,-21.66,0.852,0.006988,3
0.6532,1.54,0.6228,0.4768,-18.66,0.8215,0.004998,3
0.5799,1.54,0.7736,0.4632,-18.58,0.8279,0.007908,3
0.659,1.54,0.6303,0.4509,-25.48,0.8663,0.007266,3
0.6665,1.55,0.5781,0.4342,-20.47,0.8709,0.004308,3
0.6379,1.56,0.614,0.4564,-25.09,0.8642,0.004278,3
0.7962,1.57,0.6179,0.4918,-21.83,0.8343,0.004858,3
0.7306,1.56,0.7495,0.4674,-20.49,0.8306,0.004385,3
0.6751,1.56,0.462,0.4487,-28.99,0.8757,0.003681,3
0.6077,1.57,0.5527,0.4435,-27.09,0.8858,0.002432,3
0.6297,1.57,0.6476,0.4553,-26.22,0.8728,0.002388,3
0.7276,1.59,0.7917,0.4978,-23.74,0.8411,0.006381,3
0.5662,1.59,0.7707,0.4809,-21.63,0.8377,0.002292,3
0.5949,1.59,0.4581,0.445,-27.95,0.875,0.001706,3
0.594,1.59,0.449,0.431,-42.97,0.8983,0.0005434,3
0.7458,1.6,0.5421,0.4539,-37.84,0.8795,0.000103,3
0.6777,1.6,0.7184,0.4871,-17.06,0.8456,0.001435,3
0.7131,1.6,0.7807,0.4802,-14.31,0.806,0.001274,3
0.5578,1.5,0.5889,0.4238,-19.73,0.8455,0.0004057,3
0.5427,1.5,0.5895,0.4039,-20.48,0.8614,0.0009186,3
0.5985,1.51,0.669,0.4208,-17.61,0.8516,0.003352,3
0.5909,1.53,0.5722,0.4345,-20.38,0.8391,0.006115,3
0.5592,1.44,0.692,0.4485,-17,0.8127,0.01003,3
0.5247,1.54,0.6892,0.4434,-19.12,0.8291,0.005599,3
0.5391,1.54,0.5511,0.4116,-23.41,0.8677,0.008894,3
0.6542,1.54,0.4287,0.3957,-33.68,0.8677,0.004526,3
0.5442,1.59,0.6889,0.4401,-20.61,0.863,0.01037,3
0.585,1.59,0.9559,0.4852,-16.42,0.7916,0.01588,3
0.6515,1.58,0.8052,0.4779,-17,0.8029,0.003148,3
0.5624,1.58,0.7481,0.4406,-24.71,0.8558,0.003791,3
0.5407,1.59,0.5763,0.4348,-37.06,0.8859,0.004206,3
0.5351,1.59,0.5079,0.4431,-47.16,0.8857,0.004192,3
0.67,1.6,0.7445,0.4708,-34.32,0.8327,0.004798,3
0.6034,1.49,0.7091,0.4652,-28.4,0.8258,0.004081,3
0.5658,1.59,0.6372,0.4589,-24.93,0.845,0.001701,3
0.5082,1.6,0.5385,0.4443,-22.54,0.8764,0.002283,3
0.4906,1.6,0.5691,0.4396,-26.76,0.8696,0.0007258,3
0.4959,1.41,0.6458,0.407,-18.56,0.8278,0.00405,3
0.5452,1.43,0.8636,0.4452,-18.93,0.8178,0.006958,3
0.5335,1.54,0.7133,0.4256,-19.5,0.849,0.001933,3
0.5652,1.54,0.4969,0.4001,-24.25,0.8506,0.001003,3
0.5166,1.54,0.4547,0.4035,-35.64,0.8649,0.004031,3
0.6821,1.56,0.5388,0.437,-30.36,0.83,0.0052,3
0.6012,1.56,0.5924,0.4208,-30.21,0.8163,0.004563,3
0.6224,1.56,0.6149,0.4365,-36.24,0.8419,0.007567,3
0.5383,1.58,0.3905,0.4156,-43.29,0.8923,0.006664,3
0.506,1.57,0.313,0.3855,-51.05,0.8985,0.002347,3
0.5038,1.48,0.6862,0.4552,-32.1,0.8649,0.0113,3
0.5886,1.48,0.7024,0.4633,-31.47,0.847,0.003136,3
0.5791,1.47,0.803,0.4759,-21.26,0.8382,0.001401,3
0.6504,1.59,0.4774,0.4516,-33.59,0.8777,0.0005623,3
0.669,1.6,0.4787,0.4383,-32.11,0.8775,0.001399,3
0.6404,1.59,0.5172,0.4534,-26.56,0.8619,0.00188,3
0.6265,1.59,0.4862,0.4499,-18.66,0.831,0.00164,3
0.6196,1.59,0.6362,0.461,-16.57,0.8255,0.001035,3
0.5722,1.49,0.4767,0.409,-28.11,0.8487,0.007539,3
0.543,1.49,0.5152,0.3968,-30.37,0.864,0.00442,3
0.5236,1.49,0.6004,0.3941,-24.93,0.8359,0.003043,3
0.5166,1.53,0.599,0.4252,-25.45,0.8444,0.008134,3
0.5044,1.54,0.6715,0.4472,-20.27,0.8244,0.006784,3
0.5875,1.42,0.6511,0.4312,-14.05,0.8075,0.002459,3
0.572,1.52,0.5181,0.397,-23.34,0.8645,0.0002541,3
0.5315,1.54,0.3777,0.3937,-33.41,0.8702,0.002958,3
0.5697,1.55,0.5689,0.4209,-27.21,0.8541,0.005988,3
0.5541,1.52,0.5679,0.4146,-19.44,0.8225,0.003695,3
0.5071,1.57,0.5688,0.4289,-20.65,0.8373,0.003555,3
0.5018,1.56,0.4732,0.4063,-30.69,0.8586,0.00383,3
0.5046,1.55,0.4583,0.4001,-28.01,0.8613,0.003714,3
0.3757,1.55,0.7298,0.4123,-25.1,0.8476,0.001173,3
0.5683,1.46,0.8863,0.4644,-14.42,0.8146,0.01079,3
0.5175,1.46,0.6106,0.4302,-16.09,0.833,0.002052,3
0.542,1.58,0.6655,0.4465,-19.58,0.8697,0.0001969,3
0.566,1.59,0.5353,0.451,-27.16,0.8683,0.0001817,3
0.4299,1.59,0.528,0.4272,-29.02,0.8693,0.0007846,3
0.4846,1.58,0.706,0.4351,-19.42,0.837,0.005614,3
0.4219,1.45,0.6762,0.4077,-16.61,0.8139,0.003963,3
0.5293,1.51,0.6984,0.4558,-12.63,0.8142,0.004859,3
0.4616,1.49,0.484,0.4089,-19.63,0.8471,0.001119,3
0.5122,1.49,0.4914,0.4101,-26.92,0.8652,0.006,3
0.4651,1.51,0.5599,0.4178,-24.17,0.8431,0.005181,3
0.3971,1.51,0.597,0.4434,-31.07,0.8682,0.001597,3
0.4678,1.5,0.6121,0.4444,-26.87,0.8748,0.0002525,3
0.4599,1.5,0.7263,0.4582,-27.45,0.8664,0.00136,3
0.4644,1.5,0.604,0.4406,-16.87,0.863,0.0005671,3
0.4674,1.49,0.6399,0.401,-20.43,0.8419,0.002439,3
0.507,1.39,0.5037,0.3975,-47.57,0.8631,0.009011,3
0.5141,1.4,0.5672,0.399,-32.35,0.8254,0.00808,3
0.4563,1.38,0.543,0.3812,-29.53,0.8215,0.006159,3
0.5421,1.41,0.524,0.3893,-26.87,0.8016,0.008366,3
0.5279,1.4,0.5362,0.4007,-45.21,0.8362,0.007955,3
0.4416,1.4,0.5023,0.3895,-38.62,0.86,0.01038,3
0.5599,1.41,0.4387,0.4082,-31.23,0.862,0.008527,3
0.4047,1.4,0.5118,0.3755,-23.12,0.8488,0.006113,3
0.4707,1.39,0.5631,0.3837,-15.83,0.8188,0.003515,3
0.415,1.41,0.5544,0.3947,-18.37,0.8388,0.002322,3
0.5409,1.4,0.4929,0.3813,-20.72,0.8503,0.001627,3
0.5023,1.41,0.4765,0.392,-25.04,0.8662,0.001347,3
0.5469,1.41,0.4275,0.402,-24.55,0.8488,0.003767,3
0.4522,1.42,0.5705,0.4086,-33.66,0.8689,0.01064,3
0.5191,1.42,0.4841,0.4079,-30.18,0.8423,0.02158,3
0.6194,1.42,0.4059,0.4111,-35.59,0.8443,0.02081,3
0.588,1.43,0.5839,0.4017,-29.39,0.8403,0.02458,3
0.4735,1.41,0.4845,0.3947,-31.84,0.8579,0.01331,3
0.5346,1.44,0.5845,0.4038,-36.66,0.8546,0.0182,3
0.5439,1.44,0.5692,0.4075,-25.34,0.8458,0.01492,3
0.5808,1.44,0.5477,0.415,-30.51,0.8495,0.01358,3
0.5636,1.42,0.4801,0.4136,-19.49,0.8249,0.003758,3
0.6131,1.43,0.4077,0.4116,-24.07,0.8265,0.00488,3
0.6244,1.43,0.581,0.4302,-18.69,0.8408,0.008953,3
0.5833,1.23,0.4759,0.3869,-13.55,0.781,0.01617,3
0.5173,1.43,0.537,0.4111,-12.97,0.8153,0.03094,3
0.6271,1.45,0.5331,0.4474,-13.2,0.8298,0.03522,3
0.5886,1.43,0.5193,0.4159,-13.95,0.8222,0.02312,3
0.5502,1.43,0.5229,0.4161,-16.13,0.8112,0.02853,3
0.4666,1.43,0.5651,0.414,-14.72,0.8302,0.01778,3
0.4136,1.44,0.5952,0.4093,-17.64,0.8431,0.01751,3
0.3918,1.44,0.6292,0.4187,-19.27,0.8475,0.01828,3
0.438,1.44,0.5863,0.4044,-26.25,0.8512,0.0188,3
0.4089,1.44,0.5936,0.4141,-23.6,0.8553,0.01562,3
0.4103,1.44,0.6394,0.4124,-25.4,0.8552,0.01794,3
0.396,1.44,0.5829,0.4091,-25.54,0.8564,0.01841,3
0.3929,1.43,0.6114,0.4136,-16.84,0.8366,0.01779,3
0.4648,1.43,0.5589,0.4039,-15.83,0.8178,0.02629,3
0.5859,1.43,0.4284,0.4224,-15.42,0.835,0.01846,3
0.5731,1.43,0.4755,0.4113,-18.04,0.8288,0.02923,3
0.6183,1.43,0.5226,0.415,-18.91,0.831,0.03239,3
0.5148,1.43,0.8237,0.4312,-19.99,0.8244,0.04484,3
0.5874,1.43,0.6076,0.4268,-20.81,0.8206,0.04323,3
0.5251,1.43,0.6915,0.4246,-23.94,0.8229,0.04282,3
0.4471,1.44,0.7445,0.4354,-28.24,0.8323,0.06063,3
0.3966,1.44,0.8689,0.4443,-28.1,0.8265,0.07033,3
0.4704,1.43,0.7423,0.4267,-21.78,0.8167,0.05305,3
0.5977,1.44,0.7117,0.4458,-21.05,0.8336,0.05423,3
0.4805,1.43,0.6769,0.4254,-24.15,0.8495,0.03789,3
0.7326,1.43,0.3339,0.422,-34.12,0.8537,0.03488,3
0.5825,1.43,0.4258,0.412,-34.93,0.8607,0.02962,3
0.5723,1.43,0.4194,0.4079,-46.05,0.8817,0.02247,3
0.5987,1.43,0.3574,0.4081,-45.25,0.8699,0.01953,3
0.5308,1.58,0.5085,0.409,-28.47,0.8719,0.0149,3
0.4572,1.59,0.5469,0.4105,-20.87,0.8556,0.01087,3
0.5317,1.6,0.5134,0.4459,-25.61,0.8864,0.0005246,3
0.5716,1.61,0.4809,0.4497,-30.37,0.8718,0.0007637,3
0.6317,1.6,0.5464,0.4481,-30.93,0.8297,0.0004883,3
0.5212,1.59,0.6555,0.4297,-29.18,0.7999,0.002454,3
1.338,1.78,0.9534,0.6297,-9.459,0.699,0.06953,2
1.503,1.7,0.7443,0.5843,-9.997,0.7287,0.08593,2
1.32,1.72,0.697,0.5598,-8.402,0.7606,0.03382,2
1.272,1.68,0.7241,0.5451,-8.682,0.7821,0.08221,2
1.318,1.68,0.7528,0.5753,-8.102,0.7369,0.1155,2
1.484,1.81,0.7543,0.5814,-11.02,0.7739,0.1147,2
1.433,1.8,0.7898,0.5691,-10.01,0.7848,0.06122,2
1.473,1.8,0.7566,0.6257,-9.313,0.694,0.03501,2
1.395,1.8,0.7901,0.6363,-8.405,0.6352,0.007086,2
1.663,1.72,0.7898,0.6654,-7.723,0.5771,0.09584,2
1.523,1.47,0.8497,0.6427,-9.361,0.6014,0.147,2
1.442,1.6,0.8364,0.5905,-11.86,0.7396,0.1884,2
1.483,1.59,0.8575,0.6192,-12.19,0.7103,0.1325,2
1.462,1.6,0.8425,0.6029,-9.187,0.6948,0.114,2
1.465,1.61,0.7907,0.602,-10.7,0.7347,0.04712,2
1.499,1.54,0.7097,0.5689,-11.07,0.7522,0.08735,2
1.493,1.58,0.793,0.5823,-9.434,0.7003,0.06585,2
1.135,1.66,0.7031,0.5808,-13.71,0.7478,0.08981,2
1.746,1.66,0.8555,0.6328,-13.19,0.6871,0.1231,2
1.509,1.67,0.9292,0.6596,-13.04,0.6232,0.03678,2
1.427,1.67,1.053,0.6648,-10.31,0.5788,0.08664,2
1.53,1.67,1.024,0.6641,-12.61,0.5752,0.0782,2
1.661,1.65,1.042,0.6719,-10.41,0.5585,0.02658,2
1.594,1.69,1.051,0.636,-14.55,0.665,0.1579,2
1.445,1.69,0.9887,0.637,-16.56,0.6732,0.1165,2
1.442,1.71,1.001,0.6315,-12.12,0.6422,0.02468,2
1.549,1.64,0.9887,0.6376,-10.26,0.6207,0.08308,2
1.494,1.46,0.9417,0.6206,-9.609,0.5962,0.09061,2
1.442,1.61,1.002,0.6489,-9.519,0.5947,0.0551,2
1.517,1.62,0.9848,0.6375,-10.93,0.6386,0.07239,2
1.447,1.62,1.042,0.6502,-11.68,0.5926,0.07918,2
1.541,1.66,1.063,0.6807,-12.36,0.5617,0.06091,2
1.482,1.66,1.162,0.6629,-11.59,0.5828,0.05327,2
1.461,1.67,1.141,0.6556,-11.02,0.581,0.05141,2
1.444,1.68,1.176,0.6614,-10.87,0.6181,0.07634,2
1.376,1.69,1.14,0.6647,-9.884,0.589,0.06628,2
1.576,1.7,1.12,0.6548,-9.781,0.5811,0.06547,2
1.418,1.71,1.106,0.642,-10.99,0.631,0.08205,2
1.553,1.72,1.115,0.6601,-11.69,0.6029,0.1293,2
1.469,1.71,1.064,0.6458,-13.02,0.6229,0.104,2
1.54,1.72,1.058,0.6415,-12.89,0.6465,0.05646,2
1.411,1.74,1.09,0.6405,-12.09,0.6373,0.03602,2
1.479,1.74,1.117,0.6561,-12.62,0.6169,0.04788,2
1.466,1.75,1.181,0.6552,-13.04,0.599,0.06588,2
1.299,1.76,1.214,0.6503,-15.1,0.6371,0.05969,2
1.338,1.79,1.298,0.646,-14.83,0.5979,0.1123,2
1.297,1.7,1.286,0.6529,-13.37,0.6104,0.07821,2
0.6279,1.71,1.744,0.6441,-12.37,0.6101,0.06054,2
1.8,1.78,1.878,0.92,-2.358,0.5406,0.8888,2
2.051,1.78,2.001,0.9261,-2.157,0.5387,0.7904,2
1.779,1.79,1.814,0.9324,-2.058,0.5321,0.7989,2
1.718,1.74,0.6403,0.6496,-12.17,0.6165,0.03851,2
1.568,1.74,0.9062,0.6396,-12.47,0.6041,0.05643,2
1.627,1.76,0.9106,0.6666,-13.13,0.5856,0.04591,2
2.004,1.76,0.7558,0.6496,-12.3,0.6201,0.04274,2
1.683,1.77,0.6933,0.6545,-13.14,0.5861,0.03629,2
1.644,1.79,0.6247,0.6521,-13.24,0.623,0.04051,2
1.782,1.78,0.6558,0.6324,-13.67,0.6194,0.05646,2
1.686,1.7,0.6681,0.6529,-11.69,0.6018,0.04754,2
1.718,1.71,0.7204,0.6551,-12.98,0.6105,0.05815,2
1.883,1.71,0.7523,0.6465,-13.39,0.5908,0.06247,2
1.73,1.72,0.6984,0.659,-13.27,0.6053,0.1022,2
1.67,1.73,0.7912,0.6608,-12.54,0.6095,0.06736,2
1.695,1.72,0.7213,0.6411,-12.35,0.6103,0.07078,2
1.678,1.75,0.7338,0.6524,-14.23,0.6018,0.07634,2
1.733,1.75,0.742,0.6621,-12.51,0.6074,0.05329,2
1.685,1.77,0.7392,0.6513,-14.51,0.6003,0.08361,2
1.664,1.77,0.7739,0.6538,-14.73,0.5981,0.0754,2
1.722,1.79,0.7881,0.6654,-12.09,0.5838,0.07204,2
1.768,1.71,0.8103,0.6382,-12.83,0.585,0.08785,2
1.526,1.71,0.9699,0.6414,-12.55,0.5733,0.104,2
1.625,1.72,1.134,0.6581,-11.31,0.5492,0.02714,2
