 Length, Height, Width, Eigenentropy, Anisotropy, Surface Variation, Verticality, Class
1.661,1.14,2.117,0.8772,-2.695,0.5531,0.8721,1
2.083,1.14,1.701,0.8792,-2.819,0.562,0.8953,1
1.716,1.27,1.912,0.8831,-2.382,0.531,0.8858,1
1.819,1.29,1.578,0.8811,-2.703,0.5676,0.873,1
1.922,1.27,1.451,0.8667,-3.301,0.5783,0.8601,1
1.972,1.28,1.493,0.8829,-2.522,0.5705,0.8704,1
1.642,1.27,1.784,0.885,-2.387,0.5328,0.8881,1
2.034,1.29,1.668,0.8845,-2.84,0.5588,0.8423,1
1.482,1.28,1.948,0.8844,-2.483,0.5635,0.8765,1
2.015,1.28,1.523,0.8858,-2.4,0.5646,0.8791,1
1.717,1.27,1.912,0.8857,-2.395,0.5324,0.8874,1
1.789,1.27,1.596,0.8863,-2.804,0.5522,0.8354,1
2.191,1.27,1.932,0.9022,-3.048,0.5831,0.9056,1
1.559,1.27,1.499,0.8852,-2.372,0.5337,0.8849,1
2.341,1.27,1.662,0.8984,-3.469,0.5938,0.9226,1
1.882,1.27,1.697,0.8831,-2.474,0.5345,0.8908,1
1.725,1.29,2.104,0.8891,-2.771,0.5779,0.8965,1
1.631,1.29,1.979,0.8955,-2.318,0.5334,0.8539,1
1.692,1.27,1.976,0.8851,-2.427,0.5381,0.8848,1
1.543,1.29,1.798,0.8848,-2.88,0.5764,0.8312,1
2.074,1.27,1.563,0.8745,-2.736,0.5815,0.8592,1
1.758,1.14,1.591,0.8609,-2.687,0.5735,0.8791,1
2.013,1.29,1.732,0.8825,-2.758,0.5789,0.8146,1
1.492,1.27,1.716,0.8705,-2.647,0.5636,0.8969,1
1.576,1.27,1.647,0.8806,-2.628,0.5455,0.8703,1
1.701,1.27,2.049,0.884,-2.529,0.5487,0.83,1
1.715,1.12,1.656,0.8832,-2.085,0.5067,0.9297,1
1.529,1.29,1.93,0.8852,-2.989,0.5797,0.8934,1
1.381,1.27,1.663,0.8853,-2.374,0.5306,0.8938,1
1.734,1.14,1.691,0.8923,-2.25,0.5289,0.8994,1
1.67,1.29,2.086,0.8921,-2.684,0.5764,0.8676,1
1.827,1.27,1.491,0.8813,-2.36,0.5376,0.8697,1
1.538,1.27,1.71,0.8797,-3.219,0.5712,0.8567,1
1.897,1.29,1.509,0.8869,-2.46,0.5526,0.8767,1
1.995,1.27,2.092,0.9,-3.205,0.5834,0.9058,1
1.471,1.29,1.798,0.8918,-2.442,0.5506,0.86,1
1.881,1.14,1.572,0.8949,-2.12,0.5186,0.8892,1
1.685,1.27,1.944,0.882,-2.223,0.5187,0.8797,1
1.69,1.29,2.046,0.8829,-2.806,0.561,0.8345,1
1.711,1.27,1.642,0.875,-2.893,0.5629,0.8383,1
1.492,1.14,1.946,0.8791,-2.278,0.5496,0.9099,1
1.871,1.29,1.525,0.8847,-2.474,0.5586,0.8786,1
1.833,1.27,1.484,0.8813,-2.443,0.5451,0.8667,1
1.922,1.27,1.707,0.8821,-2.476,0.535,0.8867,1
1.925,1.29,1.52,0.8825,-2.609,0.5708,0.8806,1
1.4,1.3,1.774,0.8766,-2.671,0.5399,0.882,1
1.626,1.29,1.647,0.8898,-2.542,0.5466,0.852,1
1.657,1.29,1.608,0.8932,-2.713,0.5788,0.8571,1
1.754,1.29,2.026,0.8826,-3.174,0.575,0.8379,1
1.949,1.29,1.666,0.8961,-2.837,0.5715,0.8387,1
2.595,1.29,1.624,0.8892,-3.671,0.6036,0.8727,1
1.671,1.29,1.738,0.8821,-2.597,0.5721,0.8813,1
1.951,1.29,1.678,0.8956,-2.892,0.5635,0.8689,1
1.899,1.27,1.721,0.8804,-2.647,0.5439,0.8832,1
1.619,1.27,1.501,0.8823,-2.444,0.5307,0.8854,1
1.688,1.14,1.702,0.8805,-2.497,0.5624,0.8996,1
1.488,1.27,1.719,0.8798,-2.627,0.5468,0.871,1
1.83,1.27,1.723,0.8877,-2.237,0.5293,0.849,1
1.535,1.14,1.998,0.8762,-2.69,0.5491,0.8717,1
1.602,1.14,2.077,0.8787,-2.656,0.5594,0.908,1
1.902,1.12,1.757,0.8805,-2.208,0.5141,0.913,1
1.445,1.27,1.609,0.8806,-2.669,0.5431,0.8846,1
1.717,1.32,2.033,0.9097,-2.299,0.5477,0.8282,1
1.545,1.29,1.672,0.8982,-2.583,0.5552,0.8202,1
1.648,1.27,1.575,0.8843,-2.19,0.5229,0.8738,1
1.673,1.29,1.936,0.8939,-2.672,0.57,0.8367,1
2.03,1.27,1.618,0.8683,-3.157,0.5745,0.8661,1
2.14,1.29,1.632,0.8851,-2.497,0.5648,0.8768,1
2.024,1.29,1.583,0.8871,-2.559,0.548,0.8495,1
1.543,1.29,1.94,0.8847,-2.939,0.5724,0.8518,1
2.103,1.29,1.579,0.879,-2.325,0.5562,0.8641,1
1.591,1.27,1.496,0.8823,-2.446,0.5358,0.8874,1
1.665,1.29,1.941,0.8851,-2.991,0.5792,0.9001,1
1.688,1.29,1.58,0.8775,-3.07,0.5776,0.8081,1
1.863,1.27,1.468,0.8779,-2.904,0.5657,0.8762,1
1.715,1.27,1.984,0.8853,-3.076,0.5766,0.8945,1
1.749,1.27,1.924,0.8866,-2.419,0.5368,0.8867,1
1.739,1.29,2.049,0.8932,-2.606,0.5694,0.8559,1
1.71,1.27,2.27,0.8923,-2.612,0.551,0.8699,1
1.893,1.29,1.442,0.89,-2.652,0.5525,0.8515,1
1.682,1.29,2.082,0.8793,-2.871,0.5704,0.8231,1
1.741,1.29,2.113,0.8947,-2.563,0.5517,0.8512,1
1.753,1.29,2.049,0.8876,-2.778,0.5675,0.8828,1
1.477,1.29,1.953,0.8933,-2.339,0.543,0.8592,1
1.806,1.12,1.662,0.8812,-2.204,0.5175,0.9333,1
1.485,1.14,1.948,0.8781,-2.593,0.5416,0.8544,1
1.913,1.29,1.516,0.8844,-2.797,0.5676,0.811,1
1.752,1.15,2.053,0.877,-3.214,0.5716,0.8869,1
1.853,1.27,1.516,0.8856,-2.383,0.5386,0.8847,1
2.13,1.14,1.684,0.878,-2.679,0.5586,0.9104,1
1.853,1.31,1.415,0.9125,-2.142,0.534,0.8604,1
1.826,1.27,1.627,0.8951,-2.274,0.5331,0.8617,1
1.511,1.29,1.769,0.8565,-3.67,0.5949,0.81,1
1.916,1.29,1.648,0.8894,-2.822,0.582,0.8656,1
2.343,1.27,1.534,0.8994,-3.322,0.5859,0.909,1
1.897,1.14,1.513,0.8796,-2.232,0.5465,0.9174,1
1.531,1.27,1.837,0.8785,-2.702,0.5405,0.8853,1
1.539,1.29,1.971,0.8905,-2.618,0.5626,0.8819,1
1.54,1.29,1.889,0.8865,-2.611,0.5436,0.8493,1
1.505,1.28,1.847,0.8738,-2.759,0.5491,0.8634,1
1.895,1.27,1.672,0.8786,-2.718,0.5398,0.8833,1
1.693,1.15,2.004,0.8777,-2.722,0.5514,0.8854,1
1.6,1.29,2.064,0.8826,-2.684,0.5563,0.8373,1
1.533,1.29,1.996,0.8838,-2.649,0.5563,0.8396,1
1.667,1.27,2.053,0.8787,-2.627,0.546,0.8707,1
1.728,1.29,1.619,0.8869,-2.227,0.5272,0.871,1
1.883,1.27,2.229,0.8941,-3.419,0.5945,0.8904,1
1.632,1.29,1.669,0.8865,-2.954,0.5772,0.8549,1
1.473,1.27,1.797,0.8843,-2.434,0.5325,0.8882,1
1.602,1.11,1.931,0.8806,-2.206,0.5145,0.9136,1
1.66,1.14,2.131,0.8856,-2.319,0.5517,0.8947,1
1.603,1.29,2.067,0.8809,-2.601,0.5675,0.8797,1
1.868,1.29,1.605,0.8874,-2.887,0.5709,0.8805,1
1.417,1.29,1.858,0.8903,-2.648,0.5515,0.8513,1
1.405,1.29,1.761,0.8881,-2.266,0.5296,0.8396,1
1.51,1.12,1.591,0.8778,-2.358,0.5186,0.9048,1
1.45,1.27,1.806,0.8832,-2.342,0.5418,0.8506,1
1.68,1.28,1.587,0.8901,-2.55,0.5538,0.8992,1
1.707,1.29,1.989,0.8855,-3.001,0.5813,0.8435,1
1.671,1.14,2.431,0.9006,-2.641,0.5445,0.9482,1
1.647,1.28,1.595,0.8899,-2.66,0.5629,0.9137,1
1.869,1.28,1.59,0.8814,-2.452,0.5304,0.8864,1
1.779,1.27,1.542,0.8756,-2.982,0.5669,0.8392,1
1.638,1.29,1.931,0.8851,-3.046,0.5861,0.8709,1
1.751,1.28,1.564,0.895,-2.687,0.5594,0.8976,1
1.714,1.28,2.605,0.8962,-3.422,0.5912,0.9105,1
1.834,1.27,1.694,0.88,-2.681,0.5432,0.8837,1
1.467,1.29,1.812,0.89,-2.946,0.5736,0.86,1
1.734,1.12,1.916,0.8822,-2.171,0.5124,0.9039,1
1.595,1.27,1.915,0.884,-2.315,0.5391,0.8543,1
1.445,1.29,1.842,0.862,-3.565,0.6024,0.8475,1
2.454,1.14,1.682,0.9024,-2.727,0.5537,0.9366,1
2.648,1.28,1.676,0.8901,-3.615,0.5986,0.8983,1
1.992,1.14,1.565,0.8817,-2.59,0.5481,0.8859,1
1.624,1.14,2.07,0.8749,-2.857,0.5563,0.8707,1
1.707,1.12,1.808,0.8752,-2.281,0.5234,0.8866,1
1.422,1.27,1.785,0.8865,-2.165,0.5201,0.8731,1
1.637,1.14,2.127,0.8838,-2.318,0.5574,0.9006,1
2.062,1.29,1.666,0.8825,-2.761,0.5715,0.8667,1
2.02,1.14,1.676,0.8861,-2.633,0.5507,0.8914,1
2.114,1.14,1.638,0.882,-2.358,0.5594,0.9007,1
1.858,1.14,1.579,0.8801,-2.486,0.5625,0.901,1
1.89,1.29,1.573,0.8889,-2.33,0.5465,0.8616,1
1.743,1.28,2.014,0.8839,-3.175,0.567,0.8662,1
1.776,1.27,1.409,0.8832,-2.213,0.5205,0.8721,1
1.577,1.29,1.707,0.8889,-2.831,0.5778,0.8765,1
1.984,1.27,1.713,0.8821,-2.348,0.5405,0.8518,1
2.089,1.27,1.807,0.8703,-3.134,0.5725,0.8635,1
1.685,1.27,1.884,0.8803,-2.669,0.5407,0.8842,1
1.841,1.14,1.606,0.8906,-2.291,0.5258,0.8899,1
1.888,1.28,1.662,0.8974,-2.722,0.5553,0.9101,1
1.554,1.12,1.526,0.8794,-2.234,0.5159,0.9114,1
1.621,1.15,1.571,0.8779,-3.017,0.5668,0.9143,1
1.999,1.14,1.532,0.8833,-2.349,0.5531,0.8921,1
1.632,1.27,2.602,0.8922,-3.584,0.5968,0.8975,1
1.974,1.29,1.533,0.8854,-2.342,0.5563,0.8781,1
1.564,1.29,2.015,0.8869,-2.607,0.5468,0.8496,1
1.599,1.11,1.547,0.8778,-2.277,0.5149,0.9113,1
1.836,1.13,1.392,0.8692,-2.409,0.5223,0.9468,1
1.612,1.11,2.051,0.8503,-3.216,0.5456,0.9457,1
1.634,1.12,1.675,0.8573,-2.411,0.4817,0.8677,1
1.742,1.12,1.894,0.8654,-2.534,0.5022,0.9558,1
1.352,1.14,1.701,0.8465,-2.813,0.4984,0.8849,1
1.572,1.09,1.784,0.795,-4.017,0.5003,0.848,1
1.833,1.12,1.728,0.8055,-2.943,0.4504,0.8216,1
1.372,1.14,1.728,0.8133,-2.963,0.4628,0.7224,1
1.556,1.09,1.439,0.7204,-5.718,0.4944,0.5097,1
1.266,1.12,1.759,0.777,-3.048,0.4927,0.6296,1
1.297,1.12,1.663,0.7643,-3.832,0.5004,0.5889,1
1.238,1.15,1.535,0.7606,-3.902,0.4958,0.6814,1
1.235,1.12,1.738,0.7411,-4.934,0.5131,0.5927,1
1.331,1.11,1.636,0.7516,-4.381,0.5078,0.5453,1
1.305,1.13,1.661,0.7457,-3.981,0.4829,0.5995,1
1.514,1.13,1.242,0.7489,-3.281,0.467,0.5324,1
1.547,1.15,1.551,0.7671,-3.969,0.4904,0.6928,1
1.682,1.12,1.323,0.7561,-3.944,0.4975,0.4633,1
1.339,1.12,1.615,0.7524,-4.238,0.5061,0.5255,1
1.259,1.12,1.691,0.7538,-3.846,0.4971,0.5093,1
1.584,1.13,1.305,0.7403,-3.799,0.477,0.4683,1
1.497,1.13,1.275,0.7576,-3.113,0.4774,0.4404,1
1.562,1.12,1.376,0.7463,-4.231,0.5216,0.4603,1
1.582,1.12,1.792,0.8676,-2.436,0.4957,0.8057,1
1.669,1.3,1.955,0.8908,-2.207,0.53,0.836,1
1.536,1.12,1.557,0.8808,-2.2,0.5126,0.909,1
1.959,1.12,1.683,0.8825,-2.24,0.5165,0.9191,1
1.703,1.12,1.951,0.8818,-2.198,0.5169,0.9026,1
1.627,1.27,2.058,0.8607,-3.366,0.5664,0.8653,1
1.508,1.29,1.78,0.8557,-3.987,0.5973,0.8025,1
1.527,1.28,1.928,0.8773,-2.87,0.5641,0.8437,1
2.019,1.14,1.553,0.8791,-2.696,0.5627,0.9054,1
1.891,1.29,1.703,0.8863,-2.471,0.5395,0.8517,1
1.743,1.29,2.088,0.8903,-2.749,0.575,0.8715,1
1.787,1.29,1.494,0.8908,-2.798,0.5731,0.8491,1
1.499,1.29,1.81,0.8941,-2.938,0.5718,0.9136,1
1.745,1.29,1.471,0.8942,-2.598,0.5686,0.8576,1
1.638,1.28,1.908,0.8766,-2.74,0.5422,0.8828,1
1.74,1.29,2.115,0.8946,-2.307,0.5348,0.8514,1
1.55,1.29,1.868,0.897,-2.303,0.5322,0.8509,1
1.905,1.28,1.731,0.881,-2.379,0.5267,0.8833,1
1.608,1.28,1.957,0.8843,-2.184,0.5192,0.8747,1
1.526,1.28,1.914,0.8835,-2.199,0.5193,0.871,1
1.649,1.28,1.76,0.8811,-2.483,0.5293,0.8858,1
1.66,1.14,2.145,0.8832,-2.438,0.5498,0.9132,1
1.634,1.28,2.087,0.8805,-2.902,0.56,0.8358,1
1.853,1.14,1.557,0.8777,-2.668,0.5561,0.9078,1
1.882,1.28,1.526,0.8796,-2.634,0.5402,0.8834,1
1.433,1.29,1.829,0.8863,-2.86,0.5682,0.8637,1
2.079,1.14,1.783,0.8884,-2.619,0.5457,0.8772,1
1.505,1.29,1.8,0.8885,-2.743,0.5753,0.8614,1
1.95,1.29,1.487,0.8843,-2.679,0.5578,0.838,1
1.476,1.28,1.792,0.8844,-2.423,0.5341,0.8841,1
1.405,1.28,1.748,0.8834,-2.193,0.5184,0.8757,1
1.592,1.12,1.619,0.8832,-2.203,0.5119,0.9093,1
1.39,1.3,1.678,0.8879,-2.193,0.5216,0.8693,1
1.509,1.28,1.854,0.8837,-2.309,0.5404,0.855,1
1.975,1.29,1.521,0.8911,-2.739,0.5773,0.8675,1
1.684,1.28,1.518,0.8593,-3.219,0.5655,0.8647,1
2.039,1.28,1.669,0.8602,-3.327,0.5732,0.8649,1
2.054,1.3,1.631,0.8881,-2.606,0.5567,0.8415,1
1.465,1.28,1.796,0.8812,-2.436,0.5411,0.866,1
1.411,1.27,1.77,0.8809,-2.516,0.5448,0.8285,1
1.705,1.11,1.949,0.8761,-2.282,0.5257,0.9016,1
1.544,1.12,1.931,0.8815,-2.195,0.5167,0.9106,1
1.584,1.29,2.059,0.876,-2.444,0.563,0.8498,1
1.505,1.28,1.584,0.8831,-2.229,0.5193,0.8744,1
1.543,1.3,1.859,0.8821,-2.74,0.5512,0.8466,1
1.465,1.28,1.815,0.8766,-2.76,0.5499,0.8582,1
1.682,1.29,1.578,0.8907,-2.545,0.566,0.8437,1
1.711,1.29,2.072,0.8822,-2.794,0.5593,0.8473,1
1.688,1.27,1.956,0.8885,-2.504,0.5403,0.8931,1
1.651,1.15,1.766,0.8933,-2.487,0.5433,0.8943,1
1.8,1.15,1.567,0.8756,-3.267,0.5753,0.8994,1
1.779,1.12,1.435,0.8814,-2.226,0.5216,0.9274,1
1.713,1.29,2.086,0.8768,-3.138,0.5793,0.8114,1
1.918,1.28,1.687,0.8657,-3.129,0.5564,0.8854,1
1.708,1.28,1.396,0.8832,-2.327,0.5397,0.8492,1
1.56,1.28,1.696,0.8813,-2.641,0.5388,0.884,1
1.913,1.29,1.441,0.8861,-2.785,0.565,0.855,1
1.855,1.27,1.506,0.8881,-2.604,0.553,0.8681,1
1.623,1.28,1.651,0.8699,-3.267,0.575,0.8602,1
2.074,1.14,1.611,0.8784,-2.697,0.5607,0.9095,1
1.914,1.27,1.699,0.8772,-2.637,0.5423,0.8644,1
1.692,1.28,1.893,0.8801,-2.675,0.5439,0.8801,1
1.528,1.28,1.808,0.883,-2.374,0.5317,0.8844,1
2.109,1.15,1.754,0.8926,-2.253,0.5281,0.8977,1
1.561,1.14,2.03,0.8794,-2.632,0.5584,0.9077,1
1.866,1.3,1.521,0.885,-2.407,0.5348,0.8472,1
2.052,1.14,1.593,0.8769,-2.867,0.5552,0.8542,1
1.876,1.28,2.22,0.9036,-2.869,0.5784,0.8902,1
1.901,1.14,1.507,0.8738,-2.955,0.5612,0.8705,1
2.063,1.29,1.754,0.8867,-2.687,0.558,0.8311,1
1.652,1.14,2.1,0.8776,-2.838,0.5559,0.8663,1
1.682,1.28,2.111,0.8754,-2.939,0.5644,0.8345,1
1.771,1.12,1.919,0.8796,-2.245,0.5134,0.9169,1
1.883,1.28,1.529,0.8823,-2.432,0.5252,0.8641,1
1.85,1.12,1.741,0.886,-2.006,0.506,0.9105,1
1.652,1.14,2.102,0.8835,-2.694,0.5514,0.8753,1
1.508,1.27,1.924,0.8811,-2.639,0.5451,0.869,1
1.808,1.29,1.596,0.8886,-2.555,0.5487,0.8545,1
1.523,1.27,1.828,0.8761,-2.588,0.5423,0.8561,1
1.536,1.28,1.874,0.8808,-2.388,0.5276,0.8846,1
1.906,1.28,1.708,0.8789,-2.228,0.5266,0.8569,1
1.538,1.28,1.856,0.8843,-2.383,0.5328,0.8826,1
1.623,1.28,1.944,0.8805,-2.502,0.5316,0.8831,1
1.599,1.29,1.657,0.8903,-2.755,0.5746,0.8683,1
1.501,1.14,1.965,0.8775,-2.866,0.5552,0.8672,1
1.6,1.29,2.081,0.8847,-2.537,0.5642,0.8725,1
2.016,1.3,1.526,0.8828,-2.573,0.5696,0.8803,1
1.504,1.13,1.831,0.8783,-2.855,0.5504,0.8508,1
2.042,1.28,1.652,0.8865,-2.619,0.5571,0.8415,1
1.948,1.29,1.512,0.8819,-2.549,0.5707,0.8779,1
1.987,1.3,1.734,0.8936,-2.686,0.5704,0.836,1
1.406,1.28,1.733,0.8895,-2.361,0.5357,0.8854,1
1.8,1.28,1.482,0.8793,-2.527,0.5469,0.8646,1
1.825,1.29,1.487,0.8616,-3.541,0.6014,0.8455,1
1.678,1.28,2.403,0.9026,-3.055,0.5826,0.9053,1
2.126,1.14,1.623,0.8854,-2.246,0.5494,0.9131,1
1.484,1.29,1.948,0.881,-2.662,0.567,0.8735,1
1.966,1.15,1.63,0.8782,-2.846,0.5578,0.8953,1
1.968,1.29,1.5,0.8894,-2.575,0.5511,0.8592,1
1.637,1.28,1.894,0.8758,-2.654,0.5323,0.8835,1
1.76,1.15,2.079,0.892,-2.284,0.5241,0.8881,1
1.633,1.29,2.107,0.8813,-2.576,0.5709,0.8781,1
1.601,1.15,1.851,0.8971,-2.099,0.515,0.9138,1
1.538,1.3,1.547,0.8868,-2.363,0.5346,0.8503,1
1.469,1.28,1.83,0.8793,-2.7,0.5469,0.8814,1
1.71,1.28,1.945,0.8824,-2.367,0.5244,0.871,1
1.841,4.41,3.707,-0.563,-13.09,0.8208,0.14,1
1.647,1.29,2.096,0.8815,-2.804,0.5741,0.8439,1
1.565,1.29,1.905,0.8959,-2.421,0.5469,0.8714,1
1.699,1.28,1.872,0.8837,-2.467,0.5384,0.8827,1
2.044,1.28,1.593,0.887,-2.826,0.5704,0.8781,1
1.446,1.29,1.872,0.881,-3.138,0.583,0.8908,1
1.864,1.28,1.512,0.8872,-2.847,0.5477,0.8191,1
1.664,1.28,1.593,0.8696,-3.155,0.5714,0.8624,1
1.652,1.14,1.671,0.8716,-2.902,0.5567,0.8684,1
1.943,1.28,1.538,0.8907,-2.672,0.5597,0.8714,1
1.587,1.28,1.473,0.8823,-2.343,0.5435,0.8563,1
1.695,1.28,2.075,0.8766,-2.985,0.5666,0.8382,1
1.609,1.28,1.832,0.8826,-2.578,0.5384,0.8809,1
1.525,1.29,1.991,0.8866,-2.488,0.5607,0.8738,1
2.081,1.28,1.639,0.8887,-2.764,0.572,0.9094,1
1.833,1.28,1.491,0.8889,-2.343,0.5353,0.8816,1
1.914,1.29,1.717,0.8801,-2.675,0.5422,0.8471,1
1.643,1.29,2.119,0.8842,-2.575,0.5592,0.8649,1
1.61,1.29,1.799,0.8819,-2.532,0.571,0.8695,1
1.501,1.14,1.993,0.8843,-2.261,0.5498,0.912,1
1.793,1.29,1.537,0.8832,-2.83,0.5692,0.841,1
1.687,1.28,1.971,0.8864,-2.373,0.533,0.8853,1
1.85,1.28,1.514,0.8632,-3.722,0.5822,0.8611,1
1.667,1.28,1.909,0.8809,-2.551,0.535,0.8809,1
1.571,1.28,1.863,0.8832,-2.461,0.5299,0.8871,1
1.581,1.14,2.048,0.8869,-2.368,0.542,0.8856,1
1.582,1.28,2.023,0.8811,-2.987,0.5602,0.8416,1
1.86,1.29,1.622,0.8902,-2.561,0.5461,0.8542,1
2.022,1.28,1.563,0.8648,-3.271,0.5592,0.8846,1
1.985,1.3,1.701,0.8893,-2.676,0.5692,0.8138,1
1.983,1.28,1.549,0.8895,-2.673,0.5638,0.9146,1
1.695,1.29,1.532,0.868,-3.194,0.566,0.8497,1
1.617,1.28,1.839,0.8783,-2.653,0.5482,0.8677,1
1.663,1.28,2.085,0.8931,-2.579,0.5382,0.8769,1
1.516,1.28,1.782,0.8806,-2.84,0.5585,0.8344,1
1.481,1.12,1.612,0.8825,-2.201,0.517,0.9078,1
1.643,1.14,2.123,0.8767,-2.711,0.5544,0.8732,1
1.618,1.14,2.061,0.8855,-2.561,0.5507,0.9002,1
1.799,1.14,1.554,0.8787,-2.603,0.5452,0.8797,1
2.087,1.29,1.631,0.8846,-2.518,0.5652,0.8783,1
1.864,1.28,1.522,0.8874,-2.367,0.5358,0.8813,1
1.657,1.28,1.772,0.8784,-2.721,0.5401,0.8829,1
1.584,1.28,1.509,0.8845,-2.405,0.5349,0.8843,1
1.737,1.28,1.924,0.885,-2.44,0.5326,0.8875,1
1.727,1.29,2.057,0.8825,-2.919,0.5678,0.8155,1
1.453,1.3,1.68,0.8846,-2.732,0.5569,0.8309,1
1.954,1.28,1.692,0.8809,-2.42,0.5275,0.8897,1
2.021,1.29,1.724,0.8906,-2.835,0.5782,0.8818,1
1.428,1.28,1.783,0.8825,-2.612,0.541,0.8807,1
2.358,1.15,1.714,0.9004,-2.621,0.5431,0.945,1
1.99,1.14,1.536,0.8746,-2.835,0.5465,0.8564,1
2.121,1.14,1.637,0.8771,-2.673,0.5606,0.9055,1
1.431,1.3,1.797,0.8809,-2.583,0.5302,0.8343,1
1.403,1.11,1.7,0.8136,-6.221,0.5461,0.5788,1
2.047,1.28,1.591,0.8299,-5.121,0.5822,0.659,1
1.437,1.28,1.722,0.817,-5.592,0.5496,0.5809,1
1.456,1.1,1.436,0.7186,-5.291,0.5146,0.4202,1
1.537,1.14,1.614,0.8094,-2.105,0.4712,0.6776,1
1.503,1.28,1.768,0.8868,-2.312,0.5276,0.821,1
1.866,1.29,1.534,0.8835,-2.515,0.5672,0.859,1
1.677,1.28,2.11,0.8834,-2.762,0.5616,0.8598,1
1.821,1.29,1.456,0.8689,-3.287,0.5671,0.8202,1
1.654,1.28,1.891,0.879,-2.433,0.5373,0.8542,1
1.518,1.28,1.896,0.8637,-3.425,0.579,0.8611,1
1.809,1.27,1.61,0.8734,-2.736,0.5528,0.8773,1
1.569,1.29,1.916,0.892,-2.256,0.5335,0.8404,1
1.455,1.28,1.828,0.8874,-2.227,0.5299,0.8357,1
1.713,1.28,2.052,0.8888,-2.725,0.5709,0.8616,1
1.965,1.27,1.674,0.8782,-2.651,0.5519,0.8685,1
1.916,1.28,1.54,0.8814,-2.372,0.5299,0.8879,1
2.249,1.14,1.579,0.8978,-2.836,0.5508,0.9314,1
2.1,1.28,1.62,0.8887,-2.418,0.5518,0.8906,1
1.506,1.14,1.981,0.8831,-2.495,0.5473,0.8828,1
1.591,1.14,2.036,0.8882,-2.325,0.5407,0.9072,1
1.593,1.3,1.5,0.8809,-2.494,0.5425,0.8336,1
1.929,1.3,1.467,0.8865,-2.512,0.5569,0.8239,1
1.873,1.28,1.631,0.8708,-2.883,0.5595,0.8602,1
1.54,1.28,1.854,0.8849,-2.386,0.5382,0.8639,1
2.144,1.14,1.635,0.8838,-2.469,0.547,0.9153,1
1.831,1.14,1.548,0.8818,-2.512,0.5587,0.9134,1
2.119,1.29,1.755,0.8945,-2.504,0.544,0.8497,1
2.115,1.14,1.651,0.8804,-2.448,0.55,0.9108,1
1.771,1.14,1.587,0.881,-2.464,0.5513,0.9138,1
1.879,1.28,1.644,0.8717,-2.844,0.5526,0.8706,1
1.707,1.29,1.918,0.8916,-2.19,0.5267,0.8383,1
1.751,1.29,1.651,0.8944,-2.307,0.5337,0.8543,1
1.722,1.14,1.707,0.8812,-2.516,0.5507,0.9066,1
1.677,1.14,2.11,0.8857,-2.329,0.5367,0.8933,1
1.608,1.28,1.654,0.87,-3.293,0.5736,0.8584,1
1.831,1.3,1.53,0.8853,-2.381,0.5375,0.8525,1
2.001,1.28,1.567,0.8803,-2.445,0.542,0.8693,1
1.776,1.28,2.078,0.892,-2.701,0.5716,0.8738,1
2.115,1.15,1.711,0.8915,-2.267,0.525,0.8896,1
1.724,1.29,1.931,0.8858,-2.38,0.5268,0.8292,1
1.671,1.29,2.154,0.883,-2.533,0.5656,0.8684,1
1.543,1.14,1.995,0.8833,-2.533,0.5572,0.9001,1
1.691,1.28,2.069,0.8629,-3.152,0.5578,0.8846,1
1.694,1.29,1.949,0.8851,-2.38,0.5299,0.8464,1
1.946,1.12,1.746,0.8792,-2.236,0.5134,0.9112,1
1.59,1.28,2.031,0.862,-3.443,0.5945,0.8371,1
1.698,1.3,1.907,0.8795,-2.837,0.5615,0.8015,1
1.658,1.29,2.118,0.8883,-2.406,0.554,0.8666,1
1.708,1.28,2.104,0.8887,-2.535,0.5553,0.8893,1
1.732,1.12,1.828,0.8808,-2.181,0.5081,0.9057,1
1.498,1.28,1.943,0.8614,-3.084,0.5701,0.8547,1
1.622,1.28,2.095,0.8866,-2.556,0.5586,0.8654,1
1.807,1.27,1.401,0.8626,-3.083,0.5645,0.855,1
1.865,1.14,1.533,0.8765,-2.651,0.5526,0.8762,1
1.726,1.28,1.397,0.8862,-2.213,0.5335,0.8783,1
1.706,1.28,1.56,0.8905,-2.701,0.5741,0.9248,1
1.937,1.14,1.463,0.8863,-2.363,0.5478,0.9014,1
1.602,1.14,2.083,0.8868,-2.357,0.5495,0.9359,1
1.438,1.12,1.834,0.8808,-2.234,0.5143,0.9121,1
1.585,1.3,2.193,0.8786,-3.156,0.578,0.8328,1
1.859,1.14,1.55,0.8941,-2.476,0.5325,0.9037,1
1.592,1.28,2.055,0.8728,-2.744,0.5508,0.8827,1
1.781,1.12,1.899,0.8818,-2.229,0.5127,0.9126,1
1.539,1.27,2,0.8821,-2.793,0.564,0.8623,1
2.03,1.29,1.68,0.8779,-2.912,0.5693,0.9041,1
1.627,1.28,1.456,0.8817,-2.465,0.5311,0.8449,1
1.88,1.3,1.661,0.8965,-2.593,0.5624,0.8946,1
1.391,1.28,1.694,0.8827,-2.493,0.5343,0.888,1
1.959,1.3,1.693,0.8901,-2.269,0.532,0.8397,1
1.634,1.27,2.063,0.8686,-3.047,0.5737,0.8857,1
1.957,1.3,1.673,0.8851,-2.334,0.535,0.8355,1
1.925,1.28,1.7,0.8865,-2.406,0.5376,0.886,1
1.602,1.28,1.847,0.8935,-2.609,0.5734,0.9076,1
